subtype;EOVX;EOVY;LAT;LON;poid;id;risk;essential;work_type;work_capacity;work_minage;work_maxage;vis_type;vis_capacity;vis_minage;vis_maxage
könyv, kotta;735076;101786;46,255213;20,150803;27907;27907_1549;1;0;4;5;18;65;7;200;14;99
könyv, kotta;734588;100833;46,246703;20,144302;84278;84278_1550;1;0;4;5;18;65;7;200;14;99
könyv, kotta;734475;101806;46,255469;20,143013;84195;84195_1551;1;0;4;5;18;65;7;200;14;99
könyv, kotta;734304;101351;46,251398;20,140713;179858;179858_1552;1;0;4;5;18;65;7;200;14;99
könyv, kotta;734455;100712;46,245631;20,142555;179864;179864_1553;1;0;4;5;18;65;7;200;14;99
könyv, kotta;734644;101026;46,248432;20,145063;179954;179954_1554;1;0;4;5;18;65;7;200;14;99
könyv, kotta;734695;101075;46,24890817;20,14580183;221724;221724_1555;1;0;4;5;18;65;7;200;14;99
könyv, kotta;734687;101522;46,252888;20,145711;114492;114492_1556;1;0;4;5;18;65;7;200;14;99
könyvtár;735178;101462;46,252286;20,152066;3198;3198_1557;1;0;4;20;22;65;8;100;22;99
könyvtár;734907;101129;46,249325;20,148492;18545;18545_1558;1;0;4;20;22;65;8;100;22;99
könyvtár;734415;103781;46,273242;20,142594;18546;18546_1559;1;0;4;20;22;65;8;100;22;99
könyvtár;735189;103462;46,270275;20,152575;18547;18547_1560;1;0;4;20;22;65;8;100;22;99
könyvtár;737415;102729;46,263395;20,18131;18548;18548_1561;1;0;4;20;22;65;8;100;22;99
könyvtár;736082;103935;46,274415;20,164246;18549;18549_1562;1;0;4;20;22;65;8;100;22;99
könyvtár;735789;100895;46,247108;20,159884;18550;18550_1563;1;0;4;20;22;65;8;100;22;99
könyvtár;736485;103002;46,265971;20,1693;18551;18551_1564;1;0;4;20;22;65;8;100;22;99
könyvtár;734372;101338;46,251273;20,141593;18558;18558_1565;1;0;4;20;22;65;8;100;22;99
könyvtár;728275;104001;46,275966;20,062985;18567;18567_1566;1;0;4;20;22;65;8;100;22;99
könyvtár;738610;97868;46,219514;20,195882;18568;18568_1567;1;0;4;20;22;65;8;100;22;99
könyvtár;738773;102080;46,257379;20,198798;18569;18569_1568;1;0;4;20;22;65;8;100;22;99
könyvtár;734756;101207;46,250046;20,146548;29210;29210_1569;1;0;4;20;22;65;8;100;22;99
könyvtár;734849;101024;46,248388;20,14772;29212;29212_1570;1;0;4;20;22;65;8;100;22;99
könyvtár;734850;100904;46,247309;20,147711;29213;29213_1571;1;0;4;20;22;65;8;100;22;99
könyvtár;734875;100954;46,247755;20,148045;29214;29214_1572;1;0;4;20;22;65;8;100;22;99
könyvtár;734903;100938;46,247608;20,148405;29215;29215_1573;1;0;4;20;22;65;8;100;22;99
könyvtár;734910;100870;46,246995;20,148483;29216;29216_1574;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29217;29217_1575;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29218;29218_1576;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29219;29219_1577;1;0;4;20;22;65;8;100;22;99
könyvtár;734850;100904;46,247309;20,147711;29220;29220_1578;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29221;29221_1579;1;0;4;20;22;65;8;100;22;99
könyvtár;734850;100904;46,247309;20,147711;29222;29222_1580;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29223;29223_1581;1;0;4;20;22;65;8;100;22;99
könyvtár;734289;100974;46,248009;20,140451;29224;29224_1582;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29225;29225_1583;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29226;29226_1584;1;0;4;20;22;65;8;100;22;99
könyvtár;736387;100779;46,245988;20,167616;29227;29227_1585;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29228;29228_1586;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29229;29229_1587;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29230;29230_1588;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29231;29231_1589;1;0;4;20;22;65;8;100;22;99
könyvtár;734910;100870;46,246995;20,148483;29232;29232_1590;1;0;4;20;22;65;8;100;22;99
könyvtár;734654;101427;46,252038;20,145265;29233;29233_1591;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29234;29234_1592;1;0;4;20;22;65;8;100;22;99
könyvtár;734289;100974;46,248009;20,140451;29236;29236_1593;1;0;4;20;22;65;8;100;22;99
könyvtár;734289;100974;46,248009;20,140451;29237;29237_1594;1;0;4;20;22;65;8;100;22;99
könyvtár;734950;100939;46,247611;20,149014;29238;29238_1595;1;0;4;20;22;65;8;100;22;99
könyvtár;734767;101120;46,249262;20,146675;29239;29239_1596;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29240;29240_1597;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29241;29241_1598;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29242;29242_1599;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29243;29243_1600;1;0;4;20;22;65;8;100;22;99
könyvtár;736387;100779;46,245988;20,167616;29244;29244_1601;1;0;4;20;22;65;8;100;22;99
könyvtár;736387;100779;46,245988;20,167616;29245;29245_1602;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29246;29246_1603;1;0;4;20;22;65;8;100;22;99
könyvtár;736387;100779;46,245988;20,167616;29247;29247_1604;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29248;29248_1605;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29249;29249_1606;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29250;29250_1607;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29251;29251_1608;1;0;4;20;22;65;8;100;22;99
könyvtár;734289;100974;46,248009;20,140451;29252;29252_1609;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29253;29253_1610;1;0;4;20;22;65;8;100;22;99
könyvtár;734289;100974;46,248009;20,140451;29254;29254_1611;1;0;4;20;22;65;8;100;22;99
könyvtár;734868;100867;46,246973;20,147938;29255;29255_1612;1;0;4;20;22;65;8;100;22;99
könyvtár;734335;100912;46,247445;20,141036;29256;29256_1613;1;0;4;20;22;65;8;100;22;99
könyvtár;734289;100974;46,248009;20,140451;29257;29257_1614;1;0;4;20;22;65;8;100;22;99
könyvtár;734850;100904;46,247309;20,147711;29258;29258_1615;1;0;4;20;22;65;8;100;22;99
könyvtár;736158;100719;46,245478;20,164636;29260;29260_1616;1;0;4;20;22;65;8;100;22;99
könyvtár;735457;100580;46,244317;20,155522;29261;29261_1617;1;0;4;20;22;65;8;100;22;99
könyvtár;734204;102137;46,258481;20,139559;29262;29262_1618;1;0;4;20;22;65;8;100;22;99
könyvtár;733930;100916;46,247532;20,135786;51436;51436_1619;1;0;4;20;22;65;8;100;22;99
könyvtár;736294;100542;46,243868;20,166366;57946;57946_1620;1;0;4;20;22;65;8;100;22;99
könyvtár;733154;101622;46,253979;20,125851;64087;64087_1621;1;0;4;20;22;65;8;100;22;99
könyvtár;734849;101024;46,248388;20,14772;105724;105724_1622;1;0;4;20;22;65;8;100;22;99
könyvtár;735107;101499;46,252628;20,151152;114500;114500_1623;1;0;4;20;22;65;8;100;22;99
könyvtár;734435;100831;46,246704;20,142318;219811;219811_1624;1;0;4;20;22;65;8;100;22;99
Környezetvédelmi és Természetvédelmi Felügyelőség;735923;102012;46,257138;20,161828;15665;15665_1625;1;0;4;50;22;65;4;50;22;65
követség és konzulátus;735387;101969;46,25682;20,154869;6965;6965_1626;1;0;4;20;22;65;7;200;22;99
követség és konzulátus;734708;102110;46,258174;20,14609;6969;6969_1627;1;0;4;20;22;65;7;200;22;99
követség és konzulátus;734888;101320;46,251046;20,14828;7001;7001_1628;1;0;4;20;22;65;7;200;22;99
követség és konzulátus;734681;101741;46,254859;20,145673;102607;102607_1629;1;0;4;20;22;65;7;200;22;99
követség és konzulátus;734987;100732;46,245744;20,149456;102608;102608_1630;1;0;4;20;22;65;7;200;22;99
követség és konzulátus;736577;100346;46,242069;20,169999;102648;102648_1631;1;0;4;20;22;65;7;200;22;99
követség és konzulátus;734900;100877;46,247059;20,148355;208073;208073_1632;1;0;4;20;22;65;7;200;22;99
közforgalmú gyógyszertár;736072;103613;46,27152;20,164056;5737;5737_1633;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;736005;102784;46,264072;20,163034;5740;5740_1634;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;733699;99802;46,237541;20,13259;5742;5742_1635;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;735042;101779;46,255155;20,150361;5744;5744_1636;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734557;100538;46,244053;20,143846;5735;5735_1637;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;735474;102007;46,257151;20,156004;5746;5746_1638;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;733999;101420;46,252057;20,136771;5747;5747_1639;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734838;101480;46,252491;20,147661;5751;5751_1640;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;733407;101546;46,253264;20,129118;5752;5752_1641;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;733962;102507;46,261839;20,136488;5754;5754_1642;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734479;101977;46,257007;20,143096;5755;5755_1643;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;735045;103902;46,274251;20,150788;5759;5759_1644;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;737972;99847;46,237399;20,187989;5761;5761_1645;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;738744;97970;46,220414;20,197638;5762;5762_1646;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;728408;103838;46,274484;20,064683;5764;5764_1647;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;733947;100349;46,24243;20,135904;60401;60401_1648;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;732124;99837;46,23805;20,11218;60450;60450_1649;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;731446;103956;46,275183;20,104112;74641;74641_1650;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;735717;100765;46,245948;20,158927;87234;87234_1651;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734379;102893;46,265259;20,141966;87364;87364_1652;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;736613;102537;46,261772;20,170873;137732;137732_1653;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;737153;103065;46,266451;20,177975;5738;5738_1654;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;735549;100859;46,246815;20,156766;87232;87232_1655;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734967;101233;46,250253;20,149289;87360;87360_1656;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;736738;101045;46,248335;20,172216;5739;5739_1657;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;738823;102128;46,257804;20,199456;5743;5743_1658;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;736372;104249;46,277202;20,168066;5732;5732_1659;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734598;101772;46,255148;20,144602;5733;5733_1660;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734314;102072;46,257882;20,140974;91815;91815_1661;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734177;101655;46,254149;20,139122;147989;147989_1662;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734119;103231;46,268332;20,138655;87233;87233_1663;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;732707;100465;46,243627;20,119849;87235;87235_1664;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734256;101363;46,251512;20,140093;5741;5741_1665;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734933;101923;46,256464;20,148974;5749;5749_1666;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734156;103610;46,271736;20,139203;5757;5757_1667;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;735694;100652;46,244934;20,158608;5763;5763_1668;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;736537;102755;46,263743;20,169928;87240;87240_1669;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734744;101574;46,253349;20,146459;87242;87242_1670;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;735123;103359;46,269357;20,1517;87243;87243_1671;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;735808;103781;46,273065;20,160663;87368;87368_1672;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;735089;103421;46,269919;20,151271;5731;5731_1673;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;728274;103988;46,275849;20,06297;5756;5756_1674;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734142;100903;46,247389;20,138532;5760;5760_1675;1;1;4;5;24;65;7;200;50;99
közforgalmú gyógyszertár;734647;101014;46,248324;20,1451;5765;5765_1676;1;1;4;5;24;65;7;200;50;99
közjegyző;735047;101610;46,253634;20,150395;15275;15275_1677;1;0;4;5;22;65;8;50;22;99
közjegyző;734809;101440;46,252135;20,147278;15319;15319_1678;1;0;4;5;22;65;8;50;22;99
közjegyző;734515;101867;46,256013;20,143543;15347;15347_1679;1;0;4;5;22;65;8;50;22;99
közjegyző;734672;102034;46,257495;20,145609;15369;15369_1680;1;0;4;5;22;65;8;50;22;99
közjegyző;735095;101552;46,253106;20,151007;15455;15455_1681;1;0;4;5;22;65;8;50;22;99
közjegyző;735042;101779;46,255155;20,150361;15487;15487_1682;1;0;4;5;22;65;8;50;22;99
közjegyző;735008;101310;46,25094;20,149834;15490;15490_1683;1;0;4;5;22;65;8;50;22;99
Közlekedési Felügyelet;732239;102303;46,260218;20,114106;15685;15685_1684;1;0;4;200;22;65;7;50;22;65
közösségi kert;734997;104220;46,277095;20,15023;224243;224243_1685;1;0;4;3;22;65;9;100;22;99
közösségi kert;736072;103613;46,27152;20,164056;224251;224251_1686;1;0;4;3;22;65;9;100;22;99
Központi Statisztikai Hivatal;736258;100768;46,245906;20,165941;15724;15724_1687;1;0;4;500;22;65;4;100;22;65
kreatív kézműves bolt;734394;101813;46,255542;20,141964;217957;217957_1688;1;0;4;5;18;45;7;200;14;99
Kulturális Örökségvédelmi Hivatal;734925;101357;46,251374;20,148767;71638;71638_1689;1;0;4;100;22;65;4;50;22;65
levéltár;734918;101148;46,249495;20,148638;58650;58650_1690;1;0;4;20;22;65;8;20;22;65
levéltár;735973;102549;46,261962;20,162575;58699;58699_1691;1;0;4;20;22;65;8;20;22;65
levéltár;734828;100995;46,24813;20,147443;58713;58713_1692;1;0;4;20;22;65;8;20;22;65
lottózó;734984;101802;46,255369;20,149613;28076;28076_1693;1;0;4;5;22;65;7;200;18;99
lottózó;734255;102012;46,25735;20,140198;28090;28090_1694;1;0;4;5;22;65;7;200;18;99
lottózó;734013;100797;46,246451;20,13684;28106;28106_1695;1;0;4;5;22;65;7;200;18;99
lottózó;736132;102734;46,263606;20,164672;28176;28176_1696;1;0;4;5;22;65;7;200;18;99
lottózó;736939;101097;46,248777;20,174832;28216;28216_1697;1;0;4;5;22;65;7;200;18;99
lottózó;734687;103898;46,27426;20,146143;28302;28302_1698;1;0;4;5;22;65;7;200;18;99
lottózó;738847;102164;46,258124;20,199774;210175;210175_1699;1;0;4;5;22;65;7;200;18;99
lottózó;735838;103704;46,272369;20,161038;210176;210176_1700;1;0;4;5;22;65;7;200;18;99
lottózó;736221;102425;46,260815;20,165769;210177;210177_1701;1;0;4;5;22;65;7;200;18;99
lottózó;733931;103354;46,269462;20,136239;210178;210178_1702;1;0;4;5;22;65;7;200;18;99
lovarda, lovasiskola;732352;96188;46,2052;20,11449;76635;76635_1703;0,5;0;4;10;22;45;8;100;6;26
magánklinka;734372;101338;46,251273;20,141593;114591;114591_1704;1;1;4;50;24;65;12;150;50;99
magánklinka;736491;100450;46,243015;20,168903;148295;148295_1705;1;1;4;50;24;65;12;150;50;99
Magyar Államkincstár/Területi Államháztartási Hivatal;734919;101754;46,254946;20,148761;6608;6608_1706;1;0;4;500;22;65;4;100;22;65
Magyar Államkincstár/Területi Államháztartási Hivatal;735039;101515;46,25278;20,150274;8892;8892_1707;1;0;4;500;22;65;4;100;22;65
Magyar Közút Nonprofit Zrt.;735254;102113;46,258132;20,153171;71580;71580_1708;1;0;4;500;22;65;4;100;22;65
Magyar Vöröskereszt;735890;102198;46,258816;20,161434;114392;114392_1709;1;0;4;100;22;65;4;50;22;65
malom;728702;104387;46,279388;20,06859;2290;2290_1710;1;0;4;3;18;65;7;100;0;99
manikűr;736775;99668;46,235944;20,172439;215122;215122_1711;1;0;4;10;18;65;8;50;14;49
mászó létesítmény;737063;99728;46,236447;20,176183;115901;115901_1712;1;0;4;10;22;45;8;100;6;49
mászó létesítmény;734183;99682;46,236401;20,138843;212124;212124_1713;1;0;4;10;22;45;8;100;6;49
masszázs-gyógyítási központ;735739;102028;46,257306;20,159445;190138;190138_1714;1;0;4;10;18;65;8;50;14;99
menhely, szeretetház;734429;100058;46,239752;20,1421;114697;114697_1715;1;0;4;20;18;65;2;50;14;99
menhely, szeretetház;736322;104307;46,27777242;20,16749683;216979;216979_1716;1;0;4;20;18;65;2;50;14;99
menhely, szeretetház;731130;101610;46,254119;20,099604;216980;216980_1717;1;0;4;20;18;65;2;50;14;99
menhely, szeretetház;735259;99956;46,23877134;20,15290941;222042;222042_1718;1;0;4;20;18;65;2;50;14;99
menhely, szeretetház;731130;101610;46,2540967;20,09960971;222043;222043_1719;1;0;4;20;18;65;2;50;14;99
menhely, szeretetház;735775;100658;46,24495535;20,15966515;222044;222044_1720;1;0;4;20;18;65;2;50;14;99
menhely, szeretetház;734129;101360;46,25147836;20,13845219;222045;222045_1721;1;0;4;20;18;65;2;50;14;99
mentálhigiéniás központ;733652;102301;46,260025;20,13243;210692;210692_1722;1;1;4;20;24;65;8;100;0;99
mentőszolgálat;734715;102003;46,257211;20,146161;58558;58558_1723;1;1;4;50;24;65;4;50;14;99
Mérésügyi Hivatal;734099;101196;46,25003;20,138027;105128;105128_1724;1;0;4;50;22;65;7;20;22;65
Metro;731635;103699;46,272849;20,106519;14375;14375_1725;1;0;4;100;18;65;8;500;22;99
Mezőgazdasági és Vidékfejlesztési Hivatal;735860;102398;46,260618;20,161082;20177;20177_1726;1;0;4;500;22;65;8;100;22;65
mezőgazdasági gép;735117;102475;46,261406;20,151461;60924;60924_1727;1;0;4;5;18;65;7;50;22;99
mezőgazdasági gép;734009;102126;46,258406;20,137028;60925;60925_1728;1;0;4;5;18;65;7;50;22;99
mezőgazdasági gép;737475;98792;46,227974;20,181348;60926;60926_1729;1;0;4;5;18;65;7;50;22;99
mezőgazdasági gép;734006;101448;46,252308;20,136867;63540;63540_1730;1;0;4;5;18;65;7;50;22;99
Mezőgazdasági Szakigazgatási Hivatal;734302;102356;46,260438;20,14087;6437;6437_1731;1;0;4;200;22;65;8;50;22;65
Mezőgazdasági Szakigazgatási Hivatal;735061;101533;46,25294;20,150562;70155;70155_1732;1;0;4;200;22;65;8;50;22;65
Mezőgazdasági Szakigazgatási Hivatal;733889;102317;46,260139;20,135507;70156;70156_1733;1;0;4;200;22;65;8;50;22;65
Mezőgazdasági Szakigazgatási Hivatal;734449;100496;46,243689;20,142438;114197;114197_1734;1;0;4;200;22;65;8;50;22;65
motel;732653;102786;46,264512;20,119561;56867;56867_1735;1;0;4;5;18;65;2;50;14;49
motel;729029;98842;46,229472;20,07189;114547;114547_1736;1;0;4;5;18;65;2;50;14;49
motel;736189;100612;46,244511;20,165018;165255;165255_1737;1;0;4;5;18;65;2;50;14;49
motorkereskedés;735053;102580;46,262358;20,15065;74518;74518_1738;1;0;4;5;18;65;7;50;14;49
motorkereskedés;734855;102392;46,260692;20,148048;114593;114593_1739;1;0;4;5;18;65;7;50;14;49
motorkereskedés;737155;98968;46,229599;20,177234;114501;114501_1740;1;0;4;5;18;65;7;50;14;49
motorkereskedés;736548;105057;46,284448;20,1705;114758;114758_1741;1;0;4;5;18;65;7;50;14;49
motorkereskedés;731323;103502;46,271115;20,102437;165297;165297_1742;1;0;4;5;18;65;7;50;14;49
mozi;735128;101569;46,253255;20,151438;7203;7203_1743;1;0;4;20;18;45;6;1000;6;65
mozi;735095;101552;46,253106;20,151007;7204;7204_1744;1;0;4;20;18;45;6;1000;6;65
mozi;733359;103025;46,266574;20,12876;7205;7205_1745;1;0;4;20;18;45;6;1000;6;65
Munkabiztonsági és Munkaügyi Felügyelőség;735548;100838;46,246626;20,156749;71566;71566_1746;1;0;4;200;22;65;7;50;22;65
munkásszálló;734508;100198;46,241001;20,143149;114596;114596_1747;1;0;4;10;18;65;2;200;22;65
munkásszálló;734838;100315;46,242012;20,147448;184286;184286_1748;1;0;4;10;18;65;2;200;22;65
munkásszálló;733122;101767;46,255288;20,125462;184294;184294_1749;1;0;4;10;18;65;2;200;22;65
munkaügyi központ;734859;101981;46,256995;20,148025;27567;27567_1750;1;0;4;50;22;65;7;100;22;65
múzeum;728283;103931;46,27531279;20,06308325;148393;148393_1751;1;0;4;30;22;65;8;500;22;99
múzeum;729710;97769;46,21974;20,080533;2764;2764_1752;1;0;4;30;22;65;8;500;22;99
múzeum;736304;101082;46,248724;20,166596;51306;51306_1753;1;0;4;30;22;65;8;500;22;99
múzeum;735198;101530;46,252895;20,152338;51308;51308_1754;1;0;4;30;22;65;8;500;22;99
múzeum;735413;102213;46,259011;20,155251;51435;51435_1755;1;0;4;30;22;65;8;500;22;99
múzeum;733930;100916;46,247532;20,135786;51436;51436_1756;1;0;4;30;22;65;8;500;22;99
múzeum;735178;101462;46,252286;20,152066;2283;2283_1757;1;0;4;30;22;65;8;500;22;99
múzeum;734864;101227;46,250212;20,147952;2284;2284_1758;1;0;4;30;22;65;8;500;22;99
múzeum;735016;101531;46,252927;20,149978;2285;2285_1759;1;0;4;30;22;65;8;500;22;99
múzeum;734389;100557;46,244245;20,141672;2286;2286_1760;1;0;4;30;22;65;8;500;22;99
múzeum;735198;101530;46,252895;20,152338;2287;2287_1761;1;0;4;30;22;65;8;500;22;99
múzeum;735769;101947;46,256573;20,159819;2288;2288_1762;1;0;4;30;22;65;8;500;22;99
múzeum;737957;101289;46,250371;20,188067;2289;2289_1763;1;0;4;30;22;65;8;500;22;99
múzeum;733631;99817;46,23766139;20,13171766;24903;24903_1764;1;0;4;30;22;65;8;500;22;99
múzeum;728283;103931;46,27531279;20,06308325;148393;148393_1765;1;0;4;30;22;65;8;500;22;99
múzeum;734872;101064;46,248745;20,148026;2722;2722_1766;1;0;4;30;22;65;8;500;22;99
műemlék építmény;735739;102028;46,257306;20,159445;142202;142202_1767;0,5;0;4;10;18;65;7;500;0;99
művelődési ház, közösségi ház;729710;97769;46,21974;20,080533;2764;2764_1768;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;735630;101913;46,256285;20,15801;18562;18562_1769;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;736304;101082;46,248724;20,166596;51306;51306_1770;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;734664;101368;46,251506;20,145384;93909;93909_1771;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;734226;101400;46,251849;20,139711;109819;109819_1772;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;732013;99660;46,236472;20,11071;114594;114594_1773;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;735418;102243;46,259281;20,155322;114597;114597_1774;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;733475;101533;46,253139;20,129997;184987;184987_1775;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;738773;102080;46,257379;20,198798;213963;213963_1776;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;734099;100312;46,242078;20,137868;213992;213992_1777;1;0;4;30;18;65;8;200;0;99
művelődési ház, közösségi ház;728275;104001;46,275966;20,062985;223857;223857_1778;1;0;4;30;18;65;8;200;0;99
művészeti galéria;735016;101531;46,252927;20,149978;2285;2285_1779;1;0;4;100;22;65;6;300;22;99
művészeti iskola;735783;103224;46,268058;20,160236;34042;34042_1780;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734155;100325;46,242188;20,138596;34035;34035_1781;1;0;4;20;22;65;8;200;6;26
művészeti iskola;736314;102485;46,261343;20,166986;34106;34106_1782;1;0;4;20;22;65;8;200;6;26
művészeti iskola;735528;103364;46,26935;20,156954;34107;34107_1783;1;0;4;20;22;65;8;200;6;26
művészeti iskola;735837;103372;46,269382;20,160964;34324;34324_1784;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734714;100725;46,245716;20,145916;34336;34336_1785;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734372;101338;46,251273;20,141593;34602;34602_1786;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734732;100878;46,24709;20,146177;34637;34637_1787;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734099;100312;46,242078;20,137868;41419;41419_1788;1;0;4;20;22;65;8;200;6;26
művészeti iskola;728920;103301;46,269594;20,071233;42038;42038_1789;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734095;103480;46,270575;20,138389;42265;42265_1790;1;0;4;20;22;65;8;200;6;26
művészeti iskola;733738;100890;46,247322;20,133292;42937;42937_1791;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734604;102084;46,257954;20,144737;43792;43792_1792;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734233;103218;46,268201;20,140131;44323;44323_1793;1;0;4;20;22;65;8;200;6;26
művészeti iskola;735783;103224;46,268058;20,160236;45112;45112_1794;1;0;4;20;22;65;8;200;6;26
művészeti iskola;733719;102260;46,259648;20,133292;46376;46376_1795;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734807;101873;46,25603;20,147331;109280;109280_1796;1;0;4;20;22;65;8;200;6;26
művészeti iskola;735717;102157;46,258469;20,159183;110162;110162_1797;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734695;101075;46,248866;20,145733;110169;110169_1798;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734305;101237;46,250373;20,140706;213958;213958_1799;1;0;4;20;22;65;8;200;6;26
művészeti iskola;737387;102768;46,263749;20,180954;213959;213959_1800;1;0;4;20;22;65;8;200;6;26
művészeti iskola;734519;100339;46,242268;20,143317;213962;213962_1801;1;0;4;20;22;65;8;200;6;26
művészeti iskola;736129;103222;46,267996;20,164723;213965;213965_1802;1;0;4;20;22;65;8;200;6;26
művészeti iskola;733902;100003;46,239323;20,135258;213966;213966_1803;1;0;4;20;22;65;8;200;6;26
művészeti iskola;733902;100003;46,239323;20,135258;213967;213967_1804;1;0;4;20;22;65;8;200;6;26
