type;subtype;EOVX;EOVY;LAT;LON;capacity;id;id0;minage;maxage;risk
4;áruházlánc;736462;104676;46,281032;20,169313;100;81082;736462104676;18;65;1
4;áruházlánc;738672;98030;46,220963;20,196717;100;82224;73867298030;18;65;1
4;áruházlánc;734150;100867;46,247064;20,138629;100;82227;734150100867;18;65;1
4;áruházlánc;729665;97728;46,219376;20,079942;100;82230;72966597728;18;65;1
4;áruházlánc;736375;101285;46,250541;20,167554;100;82231;736375101285;18;65;1
4;áruházlánc;737797;99735;46,236414;20,185699;100;82232;73779799735;18;65;1
4;áruházlánc;728284;103831;46,274436;20,063073;100;82233;728284103831;18;65;1
4;áruházlánc;734695;101075;46,248866;20,145733;100;82234;734695101075;18;65;1
4;áruházlánc;736218;104039;46,275333;20,166029;100;82235;736218104039;18;65;1
4;áruházlánc;735014;102055;46,257641;20,150048;100;82236;735014102055;18;65;1
4;áruházlánc;735072;103758;46,272952;20,151112;100;82237;735072103758;18;65;1
4;áruházlánc;738918;102208;46,258511;20,200703;100;82241;738918102208;18;65;1
4;áruházlánc;735643;103074;46,266727;20,158393;100;175738;735643103074;18;65;1
4;áruházlánc;731057;103083;46,267378;20,098914;100;61182;731057103083;18;65;1
4;áruházlánc;736018;103434;46,269917;20,163323;100;61183;736018103434;18;65;1
4;áruházlánc;735025;103763;46,273003;20,150503;100;61226;735025103763;18;65;1
4;áruházlánc;734714;101704;46,25456362;20,14616272;100;56003;734714101704;18;65;1
4;áruházlánc;734695;101075;46,24890817;20,14580183;100;56004;734695101075;18;65;1
4;áruházlánc;733359;103025;46,26661585;20,12882919;100;56005;733359103025;18;65;1
4;áruházlánc;734867;101465;46,25239447;20,14810306;100;56006;734867101465;18;65;1
4;áruházlánc;735813;103717;46,27253074;20,1607849;100;105991;735813103717;18;65;1
4;áruházlánc;734177;101655;46,25419049;20,13919057;100;147998;734177101655;18;65;1
4;áruházlánc;736775;99668;46,235922;20,172445;100;211293;73677599668;18;65;1
4;áruházlánc;735707;100699;46,24539749;20,15885375;100;7664;735707100699;18;65;1
4;áruházlánc;736334;103209;46,2678944;20,16744857;100;7665;736334103209;18;65;1
4;áruházlánc;734374;102037;46,25760182;20,14181435;100;7666;734374102037;18;65;1
4;áruházlánc;734913;103250;46,26844469;20,14902545;100;7667;734913103250;18;65;1
4;áruházlánc;734840;101522;46,2529106;20,14776336;100;7668;734840101522;18;65;1
4;áruházlánc;734215;100387;46,24278007;20,13945379;100;7669;734215100387;18;65;1
4;áruházlánc;736104;102764;46,26392122;20,16438303;100;7670;736104102764;18;65;1
4;áruházlánc;736548;102519;46,26166029;20,17009573;100;7671;736548102519;18;65;1
4;áruházlánc;734710;101393;46,25176668;20,14605422;100;14305;734710101393;18;65;1
4;áruházlánc;734177;101655;46,25419049;20,13919057;100;148000;734177101655;18;65;1
4;áruházlánc;735527;103778;46,27311599;20,15708634;100;211313;735527103778;18;65;1
4;áruházlánc;735219;103752;46,27292135;20,15308638;100;3821;735219103752;18;65;1
4;áruházlánc;733154;100369;46,24275055;20,12569555;100;60820;733154100369;18;65;1
4;áruházlánc;735567;103786;46,27318284;20,15760667;100;77754;735567103786;18;65;1
4;áruházlánc;734119;103231;46,26837389;20,13872358;100;6644;734119103231;18;65;1
4;áruházlánc;734549;101267;46,25065363;20,14394374;100;87014;734549101267;18;65;1
4;áruházlánc;736714;102324;46,25988482;20,17221216;100;87058;736714102324;18;65;1
4;áruházlánc;735475;103674;46,27218714;20,15639271;100;87059;735475103674;18;65;1
4;áruházlánc;732707;100465;46,24366934;20,11991761;100;91748;732707100465;18;65;1
4;áruházlánc;734807;101873;46,25607201;20,14739946;100;106023;734807101873;18;65;1
4;áruházlánc;734825;101397;46,251746;20,147477;100;56340;734825101397;18;65;1
4;áruházlánc;732707;100465;46,243627;20,119849;100;105881;732707100465;18;65;1
4;áruházlánc;734177;101655;46,254149;20,139122;100;147976;734177101655;18;65;1
4;áruházlánc;734177;101655;46,25419049;20,13919057;100;147982;734177101655;18;65;1
4;áruházlánc;735078;103017;46,266286;20,151054;100;35827;735078103017;18;65;1
4;áruházlánc;736562;104317;46,277789;20,170543;100;79032;736562104317;18;65;1
4;áruházlánc;735805;103749;46,272778;20,160618;100;79033;735805103749;18;65;1
4;áruházlánc;728874;103750;46,273638;20,070713;100;79035;728874103750;18;65;1
4;áruházlánc;737465;100420;46,242619;20,181524;100;79036;737465100420;18;65;1
4;áruházlánc;733647;101487;46,252704;20,132219;100;79037;733647101487;18;65;1
4;áruházlánc;734309;102307;46,259997;20,140952;100;79039;734309102307;18;65;1
4;áruházlánc;734362;103801;46,273429;20,14191;100;79041;734362103801;18;65;1
4;áruházlánc;732018;102438;46,261459;20,111264;100;162097;732018102438;18;65;1
4;áruházlánc;728324;104577;46,281142;20,063718;100;162099;728324104577;18;65;1
4;áruházlánc;733372;102573;46,262507;20,128848;100;162101;733372102573;18;65;1
4;áruházlánc;736206;103187;46,267671;20,165715;100;162095;736206103187;18;65;1
4;áruházlánc;732549;101612;46,253964;20,118004;100;162096;732549101612;18;65;1
4;áruházlánc;734959;101222;46,250155;20,149183;100;182979;734959101222;18;65;1
4;áruházlánc;732707;100465;46,243627;20,119849;100;114475;732707100465;18;65;1
4;áruházlánc;733042;100545;46,244306;20,124206;100;91583;733042100545;18;65;1
4;áruházlánc;733359;103025;46,266574;20,12876;100;211330;733359103025;18;65;1
4;áruházlánc;731599;103128;46,267717;20,105951;100;80118;731599103128;18;65;1
4;áruházlánc;732707;100465;46,243627;20,119849;100;181988;732707100465;18;65;1
4;áruházlánc;729894;105411;46,288458;20,08423;100;161645;729894105411;18;65;1
4;áruházlánc;736775;99668;46,235944;20,172439;100;207831;73677599668;18;65;1
4;áruházlánc;732707;100465;46,243627;20,119849;100;190288;732707100465;18;65;1
4;áruházlánc;733359;103025;46,266574;20,12876;100;211379;733359103025;18;65;1
4;áruházlánc;736775;99668;46,235944;20,172439;100;211380;73677599668;18;65;1
4;áruházlánc;734177;101655;46,254149;20,139122;100;220467;734177101655;18;65;1
4;autókereskedés;734653;103119;46,267257;20,145561;10;24852;734653103119;18;65;1
4;autókereskedés;736457;104781;46,281977;20,169268;10;204832;736457104781;18;65;1
4;autókereskedés;732684;101609;46,253921;20,119754;10;23963;732684101609;18;65;1
4;autókereskedés;734653;103119;46,267257;20,145561;10;24852;734653103119;18;65;1
4;autókereskedés;734550;103206;46,268053;20,14424;10;24746;734550103206;18;65;1
4;autókereskedés;736687;105346;46,287029;20,172357;10;24767;736687105346;18;65;1
4;autókereskedés;732684;101609;46,253921;20,119754;10;204799;732684101609;18;65;1
4;autókereskedés;736649;105384;46,287376;20,171871;10;89807;736649105384;18;65;1
4;autókereskedés;732309;102889;46,26548;20,115118;10;24542;732309102889;18;65;1
4;autókereskedés;733048;101912;46,256601;20,124528;10;24288;733048101912;18;65;1
4;autókereskedés;731323;103502;46,271115;20,102437;10;165297;731323103502;18;65;1
4;autókereskedés;736457;104781;46,281977;20,169268;10;24122;736457104781;18;65;1
4;autókereskedés;733048;101912;46,256601;20,124528;10;24288;733048101912;18;65;1
4;autókereskedés;731714;103026;46,266785;20,107425;10;89843;731714103026;18;65;1
4;autókereskedés;733048;101912;46,256601;20,124528;10;24288;733048101912;18;65;1
4;autókereskedés;736457;104781;46,281977;20,169268;10;204833;736457104781;18;65;1
4;autókereskedés;736649;105384;46,287376;20,171871;10;89807;736649105384;18;65;1
4;autókereskedés;732684;101609;46,253921;20,119754;10;204798;732684101609;18;65;1
4;autókereskedés;732309;102889;46,26548;20,115118;10;24542;732309102889;18;65;1
4;autókereskedés;734653;103119;46,267257;20,145561;10;24852;734653103119;18;65;1
4;autókereskedés;732252;102939;46,265937;20,114388;10;187817;732252102939;18;65;1
4;autókereskedés;736457;104781;46,281977;20,169268;10;204831;736457104781;18;65;1
4;autókereskedés;734653;103119;46,267257;20,145561;10;24852;734653103119;18;65;1
4;autókereskedés;733048;101912;46,256601;20,124528;10;24288;733048101912;18;65;1
4;autókereskedés;731714;103026;46,266785;20,107425;10;89843;731714103026;18;65;1
4;autókereskedés;731908;102531;46,262309;20,109854;10;24555;731908102531;18;65;1
4;autókereskedés;732684;101609;46,253921;20,119754;10;137004;732684101609;18;65;1
4;autóklub;733132;102913;46,265595;20,125796;5;40643;733132102913;18;65;1
4;autóklub;733132;102913;46,265595;20,125796;5;187843;733132102913;18;65;1
4;babafelszerelés;733610;102899;46,265409;20,131993;10;114535;733610102899;18;65;1
4;bankfiók;734780;101477;46,252471;20,146908;20;52311;734780101477;22;65;1
4;bankfiók;734792;101538;46,253019;20,147075;20;52310;734792101538;22;65;1
4;bankfiók;734684;101405;46,251836;20,14565;20;52314;734684101405;22;65;1
4;bankfiók;734927;101476;46,252444;20,148814;20;52317;734927101476;22;65;1
4;bankfiók;734919;101754;46,254946;20,148761;20;52308;734919101754;22;65;1
4;bankfiók;734979;101377;46,251547;20,14947;20;52313;734979101377;22;65;1
4;bankfiók;734711;101359;46,251419;20,145992;20;52315;734711101359;22;65;1
4;bankfiók;734788;101020;46,24836;20,146929;20;52309;734788101020;22;65;1
4;bankfiók;735004;101788;46,255241;20,14987;20;52320;735004101788;22;65;1
4;bankfiók;728300;103931;46,275334;20,063298;20;52327;728300103931;22;65;1
4;bankfiók;734177;101655;46,254149;20,139122;20;148019;734177101655;22;65;1
4;bankfiók;734119;103231;46,268332;20,138655;20;176780;734119103231;22;65;1
4;bankfiók;734840;101522;46,252869;20,147695;20;52316;734840101522;22;65;1
4;bankfiók;734779;101955;46,256771;20,146983;20;52322;734779101955;22;65;1
4;bankfiók;735032;101588;46,253438;20,150196;20;142755;735032101588;22;65;1
4;bankfiók;734867;101465;46,252353;20,148034;20;179479;734867101465;22;65;1
4;bankfiók;734582;102042;46,257579;20,144444;20;52321;734582102042;22;65;1
4;bankfiók;734838;101480;46,252491;20,147661;20;59073;734838101480;22;65;1
4;bankfiók;735032;101588;46,253438;20,150196;20;67714;735032101588;22;65;1
4;bankfiók;734793;102366;46,260466;20,147239;20;221486;734793102366;22;65;1
4;benzinkút shop;737863;108465;46,314931;20,188205;5;3626;737863108465;18;65;1
4;benzinkút shop;734739;104029;46,275432;20,146842;5;3627;734739104029;18;65;1
4;benzinkút shop;732312;102931;46,265858;20,115164;5;3628;732312102931;18;65;1
4;benzinkút shop;732650;101580;46,253664;20,119308;5;3629;732650101580;18;65;1
4;benzinkút shop;738037;98531;46,225553;20,188582;5;3630;73803798531;18;65;1
4;benzinkút shop;733004;99349;46,233552;20,1235;5;3631;73300499349;18;65;1
4;benzinkút shop;732548;102888;46,265442;20,118218;5;8846;732548102888;18;65;1
4;benzinkút shop;735527;103778;46,273074;20,157018;5;8847;735527103778;18;65;1
4;benzinkút shop;732860;100198;46,241207;20,121785;5;16969;732860100198;18;65;1
4;benzinkút shop;736743;105418;46,287669;20,173097;5;16970;736743105418;18;65;1
4;benzinkút shop;731863;101664;46,254516;20,109118;5;17050;731863101664;18;65;1
4;benzinkút shop;728728;97912;46,221142;20,067831;5;17223;72872897912;18;65;1
4;benzinkút shop;736722;102547;46,261848;20,172289;5;17224;736722102547;18;65;1
4;benzinkút shop;733232;102127;46,258512;20,126953;5;17225;733232102127;18;65;1
4;benzinkút shop;731930;102953;46,266102;20,110214;5;17479;731930102953;18;65;1
4;benzinkút shop;735417;103674;46,272153;20,155572;5;17480;735417103674;18;65;1
4;benzinkút shop;736700;105548;46,288844;20,172563;5;73981;736700105548;18;65;1
4;benzinkút shop;731353;103621;46,272181;20,102847;5;74004;731353103621;18;65;1
4;benzinkút shop;731758;102306;46,260304;20,107869;5;75282;731758102306;18;65;1
4;benzinkút shop;731889;102420;46,261313;20,109588;5;107004;731889102420;18;65;1
4;benzinkút shop;729945;105283;46,287301;20,084869;5;107005;729945105283;18;65;1
4;benzinkút shop;736593;99726;46,23649;20,170091;5;215252;73659399726;18;65;1
4;bevásárló központ;732707;100465;46,243627;20,119849;200;91757;732707100465;18;65;1
4;bevásárló központ;734695;101075;46,248866;20,145733;200;136421;734695101075;18;65;1
4;bevásárló központ;736775;99668;46,235944;20,172439;200;211274;73677599668;18;65;1
4;bio-, speciális élelmiszerbolt;735019;102018;46,257308;20,150106;5;137216;735019102018;18;65;1
4;bio-, speciális élelmiszerbolt;734229;102537;46,262076;20,139956;5;182531;734229102537;18;65;1
4;bio-, speciális élelmiszerbolt;734727;101545;46,25309;20,146234;5;182670;734727101545;18;65;1
4;bio-, speciális élelmiszerbolt;734119;103231;46,268332;20,138655;5;211344;734119103231;18;65;1
4;biztosítási és kiegészítő szolgáltatás;735088;102999;46,266123;20,151181;20;189183;735088102999;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734710;101393;46,251725;20,145985;20;120444;734710101393;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735128;102146;46,258445;20,151543;20;120439;735128102146;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734772;102467;46,261378;20,146985;20;120443;734772102467;22;65;1
4;biztosítási és kiegészítő szolgáltatás;738600;102013;46,256799;20,196542;20;10571;738600102013;22;65;1
4;biztosítási és kiegészítő szolgáltatás;737219;103004;46,265894;20,17882;20;10583;737219103004;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734699;103614;46,271704;20,146247;20;10596;734699103614;22;65;1
4;biztosítási és kiegészítő szolgáltatás;728325;103837;46,274485;20,063606;20;10639;728325103837;22;65;1
4;biztosítási és kiegészítő szolgáltatás;737797;99735;46,236414;20,185699;20;11128;73779799735;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734493;100012;46,23933;20,142921;20;11219;734493100012;22;65;1
4;biztosítási és kiegészítő szolgáltatás;729665;97728;46,219376;20,079942;20;11324;72966597728;22;65;1
4;biztosítási és kiegészítő szolgáltatás;731993;96262;46,205909;20,109852;20;11869;73199396262;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734448;101138;46,249464;20,142542;20;12103;734448101138;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735902;101215;46,249972;20,161408;20;12050;735902101215;22;65;1
4;biztosítási és kiegészítő szolgáltatás;736224;104012;46,27509;20,166102;20;12064;736224104012;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734119;103231;46,268332;20,138655;20;12517;734119103231;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734973;101500;46,252654;20,149415;20;12712;734973101500;22;65;1
4;biztosítási és kiegészítő szolgáltatás;738730;97573;46,216844;20,197381;20;12816;73873097573;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735060;101810;46,255431;20,1506;20;12842;735060101810;22;65;1
4;biztosítási és kiegészítő szolgáltatás;732004;99749;46,237273;20,110609;20;12919;73200499749;22;65;1
4;biztosítási és kiegészítő szolgáltatás;732388;98944;46,229985;20,115444;20;12939;73238898944;22;65;1
4;biztosítási és kiegészítő szolgáltatás;731446;103956;46,275183;20,104112;20;13037;731446103956;22;65;1
4;biztosítási és kiegészítő szolgáltatás;736273;102598;46,262364;20,166475;20;86383;736273102598;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734177;101655;46,254149;20,139122;20;148002;734177101655;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734930;101838;46,2557;20,148919;20;120440;734930101838;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734679;101294;46,250838;20,145565;20;189204;734679101294;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734927;101476;46,252444;20,148814;20;57288;734927101476;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734684;101405;46,251836;20,14565;20;57289;734684101405;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735435;101929;46,256454;20,155484;20;57873;735435101929;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734622;101242;46,250378;20,144817;20;189280;734622101242;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735599;102708;46,26344;20,157754;20;189281;735599102708;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734800;102102;46,258091;20,147282;20;57133;734800102102;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735055;101752;46,25491;20,150524;20;57607;735055101752;22;65;1
4;biztosítási és kiegészítő szolgáltatás;737919;99617;46,235337;20,187258;20;57609;73791999617;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734094;100875;46,247143;20,137905;20;57611;734094100875;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734897;102955;46,265751;20,148695;20;114479;734897102955;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735072;102412;46,260845;20,150866;20;189391;735072102412;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734174;102689;46,26345;20,13927;20;189392;734174102689;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735566;103133;46,267267;20,157405;20;189393;735566103133;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734220;100449;46,243295;20,139461;20;189394;734220100449;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735659;101036;46,248393;20,158225;20;189395;735659101036;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735032;101588;46,253438;20,150196;20;67714;735032101588;22;65;1
4;biztosítási és kiegészítő szolgáltatás;733937;102723;46,263785;20,136202;20;189461;733937102723;22;65;1
4;biztosítási és kiegészítő szolgáltatás;736661;102171;46,258473;20,171427;20;189462;736661102171;22;65;1
4;biztosítási és kiegészítő szolgáltatás;737180;102264;46,259243;20,178175;20;120441;737180102264;22;65;1
4;biztosítási és kiegészítő szolgáltatás;733589;100482;46,243671;20,131286;20;189480;733589100482;22;65;1
4;biztosítási és kiegészítő szolgáltatás;733848;102598;46,262672;20,135026;20;189546;733848102598;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735189;101962;46,256782;20,1523;20;189547;735189101962;22;65;1
4;biztosítási és kiegészítő szolgáltatás;734930;101838;46,2557;20,148919;20;57359;734930101838;22;65;1
4;biztosítási és kiegészítő szolgáltatás;735519;100893;46,247125;20,156383;20;57361;735519100893;22;65;1
4;biztosítási és kiegészítő szolgáltatás;733778;99542;46,235192;20,133567;20;120736;73377899542;22;65;1
4;borszaküzlet, palackozott italok boltja;736857;101008;46,247987;20,173752;5;204508;736857101008;18;65;1
4;borszaküzlet, palackozott italok boltja;734912;101183;46,24981;20,148566;5;204511;734912101183;18;65;1
4;borszaküzlet, palackozott italok boltja;734483;101460;46,252356;20,143054;5;204512;734483101460;18;65;1
4;borszaküzlet, palackozott italok boltja;734522;101532;46,252999;20,143573;5;204494;734522101532;18;65;1
4;borszaküzlet, palackozott italok boltja;734780;101332;46,251167;20,146882;5;165476;734780101332;18;65;1
4;bőrdíszműáru, poggyász;734177;101655;46,25419049;20,13919057;10;221716;734177101655;18;65;1
4;bőrdíszműáru, poggyász;734819;101436;46,252098;20,147407;10;162922;734819101436;18;65;1
4;bringapont, kerékpár felszerelés;732650;101580;46,253664;20,119308;5;3629;732650101580;18;65;1
4;bringapont, kerékpár felszerelés;737155;98968;46,229599;20,177234;5;114501;73715598968;18;65;1
4;büfé;734144;103496;46,270712;20,139027;5;114651;734144103496;18;65;1
4;büfé;724552;103024;46,267602;20,014532;5;168034;724552103024;18;65;1
4;büfé;735074;102202;46,258956;20,150853;5;215593;735074102202;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;147997;734177101655;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;147990;734177101655;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;179538;734177101655;18;65;1
4;cipő, lábbeli;732707;100465;46,243627;20,119849;5;179539;732707100465;18;65;1
4;cipő, lábbeli;733359;103025;46,266574;20,12876;5;221844;733359103025;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;181794;734177101655;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;190411;734177101655;18;65;1
4;cipő, lábbeli;734177;101655;46,25419049;20,13919057;5;221716;734177101655;18;65;1
4;cipő, lábbeli;732707;100465;46,243627;20,119849;5;91643;732707100465;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;147974;734177101655;18;65;1
4;cipő, lábbeli;734119;103231;46,268332;20,138655;5;179644;734119103231;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;147983;734177101655;18;65;1
4;cipő, lábbeli;734755;101273;46,25064;20,146547;5;80096;734755101273;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;181952;734177101655;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;163289;734177101655;18;65;1
4;cipő, lábbeli;734177;101655;46,254149;20,139122;5;206267;734177101655;18;65;1
4;csináld magad és házibarkács;735117;102475;46,261406;20,151461;5;60924;735117102475;18;65;1
4;csináld magad és házibarkács;731937;102999;46,266515;20,110313;5;187584;731937102999;18;65;1
4;csináld magad és házibarkács;735034;101408;46,251819;20,150189;5;206258;735034101408;18;65;1
4;dohányáru;729894;105411;46,288458;20,08423;5;174705;729894105411;18;65;1
4;dohányáru;734260;100659;46,245179;20,140018;5;174707;734260100659;18;65;1
4;dohányáru;738838;102160;46,25809;20,199656;5;174709;738838102160;18;65;1
4;dohányáru;738600;102013;46,256799;20,196542;5;174710;738600102013;18;65;1
4;dohányáru;736381;103142;46,267244;20,167977;5;174711;736381103142;18;65;1
4;dohányáru;735808;103781;46,273065;20,160663;5;174712;735808103781;18;65;1
4;dohányáru;733120;100528;46,244143;20,125214;5;174714;733120100528;18;65;1
4;dohányáru;734689;104121;46,276266;20,14621;5;174717;734689104121;18;65;1
4;dohányáru;734549;101267;46,250612;20,143875;5;174720;734549101267;18;65;1
4;dohányáru;735189;103462;46,270275;20,152575;5;174721;735189103462;18;65;1
4;dohányáru;737473;100402;46,242456;20,181625;5;174723;737473100402;18;65;1
4;dohányáru;737063;103291;46,268496;20,17685;5;174726;737063103291;18;65;1
4;dohányáru;735132;103874;46,273988;20,151911;5;174727;735132103874;18;65;1
4;dohányáru;734274;101778;46,255243;20,140402;5;174728;734274101778;18;65;1
4;dohányáru;734774;101072;46,248829;20,146757;5;174729;734774101072;18;65;1
4;dohányáru;733629;101500;46,252823;20,131988;5;174731;733629101500;18;65;1
4;dohányáru;734945;101453;46,252235;20,149043;5;174733;734945101453;18;65;1
4;dohányáru;736526;102811;46,264248;20,169796;5;174734;736526102811;18;65;1
4;dohányáru;733923;101688;46,254477;20,135834;5;174736;733923101688;18;65;1
4;dohányáru;734054;102487;46,261648;20,137677;5;174737;734054102487;18;65;1
4;dohányáru;738672;98030;46,220963;20,196717;5;174738;73867298030;18;65;1
4;dohányáru;734859;102926;46,265495;20,148197;5;174739;734859102926;18;65;1
4;dohányáru;736939;101097;46,248777;20,174832;5;174741;736939101097;18;65;1
4;dohányáru;734345;101918;46,256493;20,141348;5;174742;734345101918;18;65;1
4;dohányáru;734353;101906;46,256384;20,141449;5;174743;734353101906;18;65;1
4;dohányáru;736487;102337;46,259989;20,169202;5;174745;736487102337;18;65;1
4;dohányáru;727997;104841;46,283554;20,05952;5;174746;727997104841;18;65;1
4;dohányáru;735759;101185;46,24972;20,159549;5;174747;735759101185;18;65;1
4;dohányáru;733942;100728;46,24584;20,135907;5;174749;733942100728;18;65;1
4;dohányáru;737622;99825;46,237247;20,183448;5;174750;73762299825;18;65;1
4;dohányáru;735643;103074;46,266727;20,158393;5;174751;735643103074;18;65;1
4;dohányáru;735794;103083;46,266788;20,160353;5;174752;735794103083;18;65;1
4;dohányáru;733631;103091;46,267134;20,1323;5;174754;733631103091;18;65;1
4;dohányáru;733662;99733;46,236925;20,132098;5;174755;73366299733;18;65;1
4;dohányáru;734813;101210;46,250066;20,147288;5;174756;734813101210;18;65;1
4;dohányáru;731907;99719;46,237015;20,109346;5;174757;73190799719;18;65;1
4;dohányáru;734919;101754;46,254946;20,148761;5;174759;734919101754;18;65;1
4;dohányáru;734370;100173;46,240794;20,141356;5;174760;734370100173;18;65;1
4;dohányáru;735006;102076;46,257831;20,149948;5;174761;735006102076;18;65;1
4;dohányáru;734288;102161;46,258686;20,140653;5;174764;734288102161;18;65;1
4;dohányáru;734643;100922;46,247497;20,145031;5;174765;734643100922;18;65;1
4;dohányáru;735674;100574;46,244235;20,158334;5;174766;735674100574;18;65;1
4;dohányáru;728430;103830;46,27441;20,064967;5;174768;728430103830;18;65;1
4;dohányáru;736375;101285;46,250541;20,167554;5;174769;736375101285;18;65;1
4;dohányáru;735875;103714;46,272454;20,16152;5;174774;735875103714;18;65;1
4;dohányáru;736048;103940;46,274465;20,163806;5;174775;736048103940;18;65;1
4;dohányáru;728386;103795;46,2741;20,06439;5;174776;728386103795;18;65;1
4;dohányáru;735655;100763;46,245938;20,158123;5;174777;735655100763;18;65;1
4;dohányáru;735546;102000;46,257079;20,156937;5;174781;735546102000;18;65;1
4;dohányáru;735823;102247;46,259265;20,160574;5;175084;735823102247;18;65;1
4;dohányáru;735659;101036;46,248393;20,158225;5;186728;735659101036;18;65;1
4;dohányáru;736392;104613;46,280474;20,168393;5;187028;736392104613;18;65;1
4;dohányáru;736370;103192;46,267695;20,167844;5;187030;736370103192;18;65;1
4;dohányáru;736334;103209;46,267852;20,16738;5;187032;736334103209;18;65;1
4;dohányáru;735207;101772;46,255071;20,152499;5;187033;735207101772;18;65;1
4;dohányáru;736714;102324;46,259843;20,172143;5;187034;736714102324;18;65;1
4;dohányáru;731692;103944;46,275046;20,107301;5;187035;731692103944;18;65;1
4;dohányáru;734760;101641;46,253949;20,146679;5;187038;734760101641;18;65;1
4;dohányáru;738131;98472;46,22501;20,18979;5;187039;73813198472;18;65;1
4;dohányáru;735219;103752;46,272879;20,153018;5;187041;735219103752;18;65;1
4;dohányáru;734793;101587;46,253459;20,147097;5;187042;734793101587;18;65;1
4;dohányáru;735095;103895;46,274181;20,151435;5;187043;735095103895;18;65;1
4;dohányáru;734193;103460;46,270383;20,139656;5;187044;734193103460;18;65;1
4;dohányáru;733709;103058;46,266827;20,133306;5;187045;733709103058;18;65;1
4;dohányáru;734369;103656;46,272123;20,141975;5;187046;734369103656;18;65;1
4;dohányáru;734997;103386;46,269615;20,150071;5;187047;734997103386;18;65;1
4;dohányáru;733154;100369;46,242709;20,125627;5;187048;733154100369;18;65;1
4;dohányáru;736088;103439;46,269953;20,164232;5;187049;736088103439;18;65;1
4;dohányáru;734465;100112;46,240233;20,142576;5;187050;734465100112;18;65;1
4;dohányáru;736076;102671;46,26308829;20,16400267;5;187052;736076102671;18;65;1
4;dohányáru;736104;102764;46,263879;20,164314;5;187053;736104102764;18;65;1
4;dohányáru;734362;103801;46,273429;20,14191;5;187054;734362103801;18;65;1
4;dohányáru;729697;105861;46,292529;20,081751;5;212491;729697105861;18;65;1
4;egészségbiztosítási szerv;736393;100903;46,247102;20,167717;100;64255;736393100903;22;65;1
4;egyéb kiskereskedelem;732595;102804;46,264681;20,118812;5;211218;732595102804;18;65;1
4;egyéb kiskereskedelem;734177;101655;46,254149;20,139122;5;215892;734177101655;18;65;1
4;elektromos áru és tartozék;734793;102366;46,26050831;20,1473078;20;221769;734793102366;18;65;1
4;elektromos áru és tartozék;732973;101594;46,25375;20,123499;20;114601;732973101594;18;65;1
4;elektromos áru és tartozék;735977;102465;46,261206;20,162612;20;205883;735977102465;18;65;1
4;elektromos áru és tartozék;735034;101408;46,251819;20,150189;20;206258;735034101408;18;65;1
4;elektromos áru és tartozék;733941;101670;46,254313;20,136064;20;218574;733941101670;18;65;1
4;elektromos áru és tartozék;734610;101211;46,2501;20,144656;20;96838;734610101211;18;65;1
4;elektromos áru és tartozék;734773;101776;46,255162;20,146872;20;218050;734773101776;18;65;1
4;építkezés, lakásfelújítás;733132;102913;46,265595;20,125796;10;224202;733132102913;18;65;1
4;fagyizó;739236;102431;46,260474;20,204869;5;14539;739236102431;18;65;1
