type;subtype;EOVX;EOVY;wgse;wgsn;capacity;id;minage;maxage;;;;;;;;;;
0;konferencia központ;554634;114230;46,36574;17,808143;500;0554634114230;18;65;;;;;;;;;;
0;konferencia központ;538876;112467;46,347448;17,603828;500;0538876112467;18;65;;;;;;;;;;
0;konferencia központ;733742;102229;46,259366;20,133585;500;0733742102229;18;65;;;;;;;;;;
0;konferencia központ;735828;101419;46,251816;20,160486;500;0735828101419;18;65;;;;;;;;;;
0;konferencia központ;735550;101896;46,256143;20,15697;500;0735550101896;18;65;;;;;;;;;;
0;konferencia központ;735032;101588;46,253438;20,150196;500;0735032101588;18;65;;;;;;;;;;
0;konferencia központ;735630;101913;46,256285;20,15801;500;0735630101913;18;65;;;;;;;;;;
0;konferencia központ;735972;102109;46,258005;20,162481;500;0735972102109;18;65;;;;;;;;;;
0;konferencia központ;732284;102435;46,261381;20,114721;500;0732284102435;18;65;;;;;;;;;;
0;konferencia központ;734435;100831;46,246704;20,142318;500;0734435100831;18;65;;;;;;;;;;
0;konferencia központ;734494;101538;46,253056;20,143211;500;0734494101538;18;65;;;;;;;;;;
0;konferencia központ;734908;101359;46,251394;20,148547;500;0734908101359;18;65;;;;;;;;;;
0;konferencia központ;736081;102903;46,265133;20,164042;500;0736081102903;18;65;;;;;;;;;;
0;konferencia központ;734879;101186;46,249841;20,148139;500;0734879101186;18;65;;;;;;;;;;
0;malom;728702;104387;46,279388;20,06859;100;0728702104387;18;65;;;;;;;;;;
0;műemlék építmény;549396;114057;46,363416;17,740123;500;0549396114057;18;65;;;;;;;;;;
0;műemlék építmény;555621;115055;46,373301;17,820799;500;0555621115055;18;65;;;;;;;;;;
0;műemlék építmény;553957;111569;46,341708;17,799899;500;0553957111569;18;65;;;;;;;;;;
0;műemlék építmény;735739;102028;46,257306;20,159445;500;0735739102028;18;65;;;;;;;;;;
0;parkoló;552650;113611;46,359886;17,782495;200;0552650113611;18;65;;;;;;;;;;
0;parkoló;553204;113036;46,354794;17,789813;200;0553204113036;18;65;;;;;;;;;;
0;parkoló;735649;101072;46,248718;20,158102;200;0735649101072;18;65;;;;;;;;;;
0;parkoló;733342;102952;46,265919;20,128527;200;0733342102952;18;65;;;;;;;;;;
0;segway;735701;101179;46,249674;20,158796;100;0735701101179;22;45;;;;;;;;;;
0;szabadidő központ;742898;97981;46,21995;20,25147;2000;074289897981;22;45;;;;;;;;;;
0;szabadidő központ;729029;98842;46,229472;20,07189;2000;072902998842;22;45;;;;;;;;;;
0;szabadidő központ;737475;101364;46,251109;20,181832;2000;0737475101364;22;45;;;;;;;;;;
0;szabadidő központ;737063;99728;46,236447;20,176183;2000;073706399728;22;45;;;;;;;;;;
