type;subtype;EOVX;EOVY;LAT;LON;capacity;poid;id;minage;maxage;risk
8;konferencia központ;734908;101359;46,251394;20,148547;500;184292;734908101359;22;65;1
8;konferencia központ;736081;102903;46,265133;20,164042;500;184293;736081102903;22;65;1
8;konferencia központ;734879;101186;46,249841;20,148139;500;184296;734879101186;22;65;1
7;konzol- és videójáték bolt;734177;101655;46,254149;20,139122;200;147966;734177101655;14;49;1
7;konzol- és videójáték bolt;734177;101655;46,254149;20,139122;200;219104;734177101655;14;49;1
8;korcsolyapálya, fedett jégpálya;733447;103274;46,268803;20,129946;100;66997;733447103274;6;65;1
8;korcsolyapálya, fedett jégpálya;732652;100034;46,239757;20,119059;100;67003;732652100034;6;65;1
12;kórház;733154;101622;46,253979;20,125851;750;28565;733154101622;50;99;1
12;kórház;734975;100734;46,245764;20,149301;750;64114;734975100734;50;99;1
12;kórház;734717;100497;46,243664;20,145913;750;64123;734717100497;50;99;1
12;kórház;735105;101033;46,248437;20,151041;750;64130;735105101033;50;99;1
12;kórház;734987;100670;46,245186;20,149445;750;64117;734987100670;50;99;1
12;kórház;735074;100934;46,24755;20,150621;750;64118;735074100934;50;99;1
12;kórház;734717;100497;46,243664;20,145913;750;64142;734717100497;50;99;1
12;kórház;735034;100825;46,246575;20,150083;750;64143;735034100825;50;99;1
12;kórház;734834;100777;46,246168;20,147481;750;64145;734834100777;50;99;1
12;kórház;734875;100653;46,245048;20,14799;750;64148;734875100653;50;99;1
12;kórház;734649;100707;46,245562;20,14507;750;64631;734649100707;50;99;1
12;kórház;735066;100790;46,246256;20,150491;750;105753;735066100790;50;99;1
12;kórház;733154;101622;46,253979;20,125851;750;178777;733154101622;50;99;1
12;kórház;733154;101622;46,253979;20,125851;750;221632;733154101622;50;99;1
12;kórház;733154;101622;46,253979;20,125851;750;221633;733154101622;50;99;1
7;kormányablak;734634;101932;46,256583;20,145098;500;165721;734634101932;22;99;1
7;kormányablak;734119;103231;46,268332;20,138655;500;185423;734119103231;22;99;1
7;kormányablak;736775;99668;46,235944;20,172439;500;215159;73677599668;22;99;1
7;Kormányhivatal;734634;101932;46,256583;20,145098;500;15634;734634101932;22;65;1
7;kotta-, hangszerbolt;735076;101786;46,255213;20,150803;100;27907;735076101786;14;99;1
8;kozmetikai sebészet, plasztikai sebészet;735105;101033;46,248437;20,151041;50;64130;735105101033;22;99;1
8;kozmetikai sebészet, plasztikai sebészet;735033;101969;46,256865;20,150279;50;64833;735033101969;22;99;1
8;kozmetikai sebészet, plasztikai sebészet;734372;101338;46,251273;20,141593;50;178776;734372101338;22;99;1
8;kozmetikai sebészet, plasztikai sebészet;734184;100934;46,247662;20,139082;50;178785;734184100934;22;99;1
8;kozmetikai sebészet, plasztikai sebészet;736607;101106;46,248901;20,170529;50;220750;736607101106;22;99;1
8;kozmetikai sebészet, plasztikai sebészet;736491;100450;46,243015;20,168903;50;220753;736491100450;22;99;1
8;kozmetikai sebészet, plasztikai sebészet;735312;101748;46,254842;20,153856;50;220771;735312101748;22;99;1
8;kozmetikai sebészet, plasztikai sebészet;738117;100238;46,240897;20,189942;50;221325;738117100238;22;99;1
7;kozmetikum, piperecikk és illatszer;734785;101345;46,251284;20,146949;300;137243;734785101345;14;99;1
7;kozmetikum, piperecikk és illatszer;734177;101655;46,254149;20,139122;300;147975;734177101655;14;99;1
7;kozmetikum, piperecikk és illatszer;734177;101655;46,254149;20,139122;300;182485;734177101655;14;99;1
7;kozmetikum, piperecikk és illatszer;734769;101615;46,253714;20,146791;300;137388;734769101615;14;99;1
7;kozmetikum, piperecikk és illatszer;731149;103072;46,267268;20,100105;300;154225;731149103072;14;99;1
7;könyv, kotta;734794;101728;46,254727;20,147136;200;8563;734794101728;14;99;1
7;könyv, kotta;732707;100465;46,243627;20,119849;200;114465;732707100465;14;99;1
7;könyv, kotta;734226;101400;46,251849;20,139711;200;179842;734226101400;14;99;1
7;könyv, kotta;734695;101075;46,248866;20,145733;200;105933;734695101075;14;99;1
7;könyv, kotta;734177;101655;46,254149;20,139122;200;147967;734177101655;14;99;1
7;könyv, kotta;733359;103025;46,266574;20,12876;200;212214;733359103025;14;99;1
7;könyv, kotta;735076;101786;46,255213;20,150803;200;27907;735076101786;14;99;1
7;könyv, kotta;734588;100833;46,246703;20,144302;200;84278;734588100833;14;99;1
7;könyv, kotta;734475;101806;46,255469;20,143013;200;84195;734475101806;14;99;1
7;könyv, kotta;734304;101351;46,251398;20,140713;200;179858;734304101351;14;99;1
7;könyv, kotta;734455;100712;46,245631;20,142555;200;179864;734455100712;14;99;1
7;könyv, kotta;734644;101026;46,248432;20,145063;200;179954;734644101026;14;99;1
7;könyv, kotta;734695;101075;46,24890817;20,14580183;200;221724;734695101075;14;99;1
7;könyv, kotta;734687;101522;46,252888;20,145711;200;114492;734687101522;14;99;1
8;könyvtár;735178;101462;46,252286;20,152066;100;3198;735178101462;22;99;1
8;könyvtár;734907;101129;46,249325;20,148492;100;18545;734907101129;22;99;1
8;könyvtár;734415;103781;46,273242;20,142594;100;18546;734415103781;22;99;1
8;könyvtár;735189;103462;46,270275;20,152575;100;18547;735189103462;22;99;1
8;könyvtár;737415;102729;46,263395;20,18131;100;18548;737415102729;22;99;1
8;könyvtár;736082;103935;46,274415;20,164246;100;18549;736082103935;22;99;1
8;könyvtár;735789;100895;46,247108;20,159884;100;18550;735789100895;22;99;1
8;könyvtár;736485;103002;46,265971;20,1693;100;18551;736485103002;22;99;1
8;könyvtár;734372;101338;46,251273;20,141593;100;18558;734372101338;22;99;1
8;könyvtár;728275;104001;46,275966;20,062985;100;18567;728275104001;22;99;1
8;könyvtár;738610;97868;46,219514;20,195882;100;18568;73861097868;22;99;1
8;könyvtár;738773;102080;46,257379;20,198798;100;18569;738773102080;22;99;1
8;könyvtár;734756;101207;46,250046;20,146548;100;29210;734756101207;22;99;1
8;könyvtár;734849;101024;46,248388;20,14772;100;29212;734849101024;22;99;1
8;könyvtár;734850;100904;46,247309;20,147711;100;29213;734850100904;22;99;1
8;könyvtár;734875;100954;46,247755;20,148045;100;29214;734875100954;22;99;1
8;könyvtár;734903;100938;46,247608;20,148405;100;29215;734903100938;22;99;1
8;könyvtár;734910;100870;46,246995;20,148483;100;29216;734910100870;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29217;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29218;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29219;734335100912;22;99;1
8;könyvtár;734850;100904;46,247309;20,147711;100;29220;734850100904;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29221;734335100912;22;99;1
8;könyvtár;734850;100904;46,247309;20,147711;100;29222;734850100904;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29223;734335100912;22;99;1
8;könyvtár;734289;100974;46,248009;20,140451;100;29224;734289100974;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29225;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29226;734335100912;22;99;1
8;könyvtár;736387;100779;46,245988;20,167616;100;29227;736387100779;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29228;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29229;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29230;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29231;734335100912;22;99;1
8;könyvtár;734910;100870;46,246995;20,148483;100;29232;734910100870;22;99;1
8;könyvtár;734654;101427;46,252038;20,145265;100;29233;734654101427;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29234;734335100912;22;99;1
8;könyvtár;734289;100974;46,248009;20,140451;100;29236;734289100974;22;99;1
8;könyvtár;734289;100974;46,248009;20,140451;100;29237;734289100974;22;99;1
8;könyvtár;734950;100939;46,247611;20,149014;100;29238;734950100939;22;99;1
8;könyvtár;734767;101120;46,249262;20,146675;100;29239;734767101120;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29240;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29241;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29242;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29243;734335100912;22;99;1
8;könyvtár;736387;100779;46,245988;20,167616;100;29244;736387100779;22;99;1
8;könyvtár;736387;100779;46,245988;20,167616;100;29245;736387100779;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29246;734335100912;22;99;1
8;könyvtár;736387;100779;46,245988;20,167616;100;29247;736387100779;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29248;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29249;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29250;734335100912;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29251;734335100912;22;99;1
8;könyvtár;734289;100974;46,248009;20,140451;100;29252;734289100974;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29253;734335100912;22;99;1
8;könyvtár;734289;100974;46,248009;20,140451;100;29254;734289100974;22;99;1
8;könyvtár;734868;100867;46,246973;20,147938;100;29255;734868100867;22;99;1
8;könyvtár;734335;100912;46,247445;20,141036;100;29256;734335100912;22;99;1
8;könyvtár;734289;100974;46,248009;20,140451;100;29257;734289100974;22;99;1
8;könyvtár;734850;100904;46,247309;20,147711;100;29258;734850100904;22;99;1
8;könyvtár;736158;100719;46,245478;20,164636;100;29260;736158100719;22;99;1
8;könyvtár;735457;100580;46,244317;20,155522;100;29261;735457100580;22;99;1
8;könyvtár;734204;102137;46,258481;20,139559;100;29262;734204102137;22;99;1
8;könyvtár;733930;100916;46,247532;20,135786;100;51436;733930100916;22;99;1
8;könyvtár;736294;100542;46,243868;20,166366;100;57946;736294100542;22;99;1
8;könyvtár;733154;101622;46,253979;20,125851;100;64087;733154101622;22;99;1
8;könyvtár;734849;101024;46,248388;20,14772;100;105724;734849101024;22;99;1
8;könyvtár;735107;101499;46,252628;20,151152;100;114500;735107101499;22;99;1
8;könyvtár;734435;100831;46,246704;20,142318;100;219811;734435100831;22;99;1
4;Környezetvédelmi és Természetvédelmi Felügyelőség;735923;102012;46,257138;20,161828;50;15665;735923102012;22;65;1
7;követség és konzulátus;735387;101969;46,25682;20,154869;200;6965;735387101969;22;99;1
7;követség és konzulátus;734708;102110;46,258174;20,14609;200;6969;734708102110;22;99;1
7;követség és konzulátus;734888;101320;46,251046;20,14828;200;7001;734888101320;22;99;1
7;követség és konzulátus;734681;101741;46,254859;20,145673;200;102607;734681101741;22;99;1
7;követség és konzulátus;734987;100732;46,245744;20,149456;200;102608;734987100732;22;99;1
7;követség és konzulátus;736577;100346;46,242069;20,169999;200;102648;736577100346;22;99;1
7;követség és konzulátus;734900;100877;46,247059;20,148355;200;208073;734900100877;22;99;1
7;közforgalmú gyógyszertár;736072;103613;46,27152;20,164056;200;5737;736072103613;50;99;1
7;közforgalmú gyógyszertár;736005;102784;46,264072;20,163034;200;5740;736005102784;50;99;1
7;közforgalmú gyógyszertár;733699;99802;46,237541;20,13259;200;5742;73369999802;50;99;1
7;közforgalmú gyógyszertár;735042;101779;46,255155;20,150361;200;5744;735042101779;50;99;1
7;közforgalmú gyógyszertár;734557;100538;46,244053;20,143846;200;5735;734557100538;50;99;1
7;közforgalmú gyógyszertár;735474;102007;46,257151;20,156004;200;5746;735474102007;50;99;1
7;közforgalmú gyógyszertár;733999;101420;46,252057;20,136771;200;5747;733999101420;50;99;1
7;közforgalmú gyógyszertár;734838;101480;46,252491;20,147661;200;5751;734838101480;50;99;1
7;közforgalmú gyógyszertár;733407;101546;46,253264;20,129118;200;5752;733407101546;50;99;1
7;közforgalmú gyógyszertár;733962;102507;46,261839;20,136488;200;5754;733962102507;50;99;1
7;közforgalmú gyógyszertár;734479;101977;46,257007;20,143096;200;5755;734479101977;50;99;1
7;közforgalmú gyógyszertár;735045;103902;46,274251;20,150788;200;5759;735045103902;50;99;1
7;közforgalmú gyógyszertár;737972;99847;46,237399;20,187989;200;5761;73797299847;50;99;1
7;közforgalmú gyógyszertár;738744;97970;46,220414;20,197638;200;5762;73874497970;50;99;1
7;közforgalmú gyógyszertár;728408;103838;46,274484;20,064683;200;5764;728408103838;50;99;1
7;közforgalmú gyógyszertár;733947;100349;46,24243;20,135904;200;60401;733947100349;50;99;1
7;közforgalmú gyógyszertár;732124;99837;46,23805;20,11218;200;60450;73212499837;50;99;1
7;közforgalmú gyógyszertár;731446;103956;46,275183;20,104112;200;74641;731446103956;50;99;1
7;közforgalmú gyógyszertár;735717;100765;46,245948;20,158927;200;87234;735717100765;50;99;1
7;közforgalmú gyógyszertár;734379;102893;46,265259;20,141966;200;87364;734379102893;50;99;1
7;közforgalmú gyógyszertár;736613;102537;46,261772;20,170873;200;137732;736613102537;50;99;1
7;közforgalmú gyógyszertár;737153;103065;46,266451;20,177975;200;5738;737153103065;50;99;1
7;közforgalmú gyógyszertár;735549;100859;46,246815;20,156766;200;87232;735549100859;50;99;1
7;közforgalmú gyógyszertár;734967;101233;46,250253;20,149289;200;87360;734967101233;50;99;1
7;közforgalmú gyógyszertár;736738;101045;46,248335;20,172216;200;5739;736738101045;50;99;1
7;közforgalmú gyógyszertár;738823;102128;46,257804;20,199456;200;5743;738823102128;50;99;1
7;közforgalmú gyógyszertár;736372;104249;46,277202;20,168066;200;5732;736372104249;50;99;1
7;közforgalmú gyógyszertár;734598;101772;46,255148;20,144602;200;5733;734598101772;50;99;1
7;közforgalmú gyógyszertár;734314;102072;46,257882;20,140974;200;91815;734314102072;50;99;1
7;közforgalmú gyógyszertár;734177;101655;46,254149;20,139122;200;147989;734177101655;50;99;1
7;közforgalmú gyógyszertár;734119;103231;46,268332;20,138655;200;87233;734119103231;50;99;1
7;közforgalmú gyógyszertár;732707;100465;46,243627;20,119849;200;87235;732707100465;50;99;1
7;közforgalmú gyógyszertár;734256;101363;46,251512;20,140093;200;5741;734256101363;50;99;1
7;közforgalmú gyógyszertár;734933;101923;46,256464;20,148974;200;5749;734933101923;50;99;1
7;közforgalmú gyógyszertár;734156;103610;46,271736;20,139203;200;5757;734156103610;50;99;1
7;közforgalmú gyógyszertár;735694;100652;46,244934;20,158608;200;5763;735694100652;50;99;1
7;közforgalmú gyógyszertár;736537;102755;46,263743;20,169928;200;87240;736537102755;50;99;1
7;közforgalmú gyógyszertár;734744;101574;46,253349;20,146459;200;87242;734744101574;50;99;1
7;közforgalmú gyógyszertár;735123;103359;46,269357;20,1517;200;87243;735123103359;50;99;1
7;közforgalmú gyógyszertár;735808;103781;46,273065;20,160663;200;87368;735808103781;50;99;1
7;közforgalmú gyógyszertár;735089;103421;46,269919;20,151271;200;5731;735089103421;50;99;1
7;közforgalmú gyógyszertár;728274;103988;46,275849;20,06297;200;5756;728274103988;50;99;1
7;közforgalmú gyógyszertár;734142;100903;46,247389;20,138532;200;5760;734142100903;50;99;1
7;közforgalmú gyógyszertár;734647;101014;46,248324;20,1451;200;5765;734647101014;50;99;1
8;közjegyző;735047;101610;46,253634;20,150395;50;15275;735047101610;22;99;1
8;közjegyző;734809;101440;46,252135;20,147278;50;15319;734809101440;22;99;1
8;közjegyző;734515;101867;46,256013;20,143543;50;15347;734515101867;22;99;1
8;közjegyző;734672;102034;46,257495;20,145609;50;15369;734672102034;22;99;1
8;közjegyző;735095;101552;46,253106;20,151007;50;15455;735095101552;22;99;1
8;közjegyző;735042;101779;46,255155;20,150361;50;15487;735042101779;22;99;1
8;közjegyző;735008;101310;46,25094;20,149834;50;15490;735008101310;22;99;1
7;Közlekedési Felügyelet;732239;102303;46,260218;20,114106;50;15685;732239102303;22;65;1
9;közösségi kert;734997;104220;46,277095;20,15023;100;224243;734997104220;22;99;1
9;közösségi kert;736072;103613;46,27152;20,164056;100;224251;736072103613;22;99;1
4;Központi Statisztikai Hivatal;736258;100768;46,245906;20,165941;100;15724;736258100768;22;65;1
7;kreatív kézműves bolt;734394;101813;46,255542;20,141964;200;217957;734394101813;14;99;1
4;Kulturális Örökségvédelmi Hivatal;734925;101357;46,251374;20,148767;50;71638;734925101357;22;65;1
8;levéltár;734918;101148;46,249495;20,148638;20;58650;734918101148;22;65;1
8;levéltár;735973;102549;46,261962;20,162575;20;58699;735973102549;22;65;1
8;levéltár;734828;100995;46,24813;20,147443;20;58713;734828100995;22;65;1
7;lottózó;734984;101802;46,255369;20,149613;200;28076;734984101802;18;99;1
7;lottózó;734255;102012;46,25735;20,140198;200;28090;734255102012;18;99;1
7;lottózó;734013;100797;46,246451;20,13684;200;28106;734013100797;18;99;1
7;lottózó;736132;102734;46,263606;20,164672;200;28176;736132102734;18;99;1
7;lottózó;736939;101097;46,248777;20,174832;200;28216;736939101097;18;99;1
7;lottózó;734687;103898;46,27426;20,146143;200;28302;734687103898;18;99;1
7;lottózó;738847;102164;46,258124;20,199774;200;210175;738847102164;18;99;1
7;lottózó;735838;103704;46,272369;20,161038;200;210176;735838103704;18;99;1
7;lottózó;736221;102425;46,260815;20,165769;200;210177;736221102425;18;99;1
7;lottózó;733931;103354;46,269462;20,136239;200;210178;733931103354;18;99;1
8;lovarda, lovasiskola;732352;96188;46,2052;20,11449;100;76635;73235296188;6;26;0,5
12;magánklinka;734372;101338;46,251273;20,141593;150;114591;734372101338;50;99;1
12;magánklinka;736491;100450;46,243015;20,168903;150;148295;736491100450;50;99;1
4;Magyar Államkincstár/Területi Államháztartási Hivatal;734919;101754;46,254946;20,148761;100;6608;734919101754;22;65;1
4;Magyar Államkincstár/Területi Államháztartási Hivatal;735039;101515;46,25278;20,150274;100;8892;735039101515;22;65;1
4;Magyar Közút Nonprofit Zrt.;735254;102113;46,258132;20,153171;100;71580;735254102113;22;65;1
4;Magyar Vöröskereszt;735890;102198;46,258816;20,161434;50;114392;735890102198;22;65;1
7;malom;728702;104387;46,279388;20,06859;100;2290;728702104387;0;99;1
8;manikűr;736775;99668;46,235944;20,172439;50;215122;73677599668;14;49;1
8;mászó létesítmény;737063;99728;46,236447;20,176183;100;115901;73706399728;6;49;1
8;mászó létesítmény;734183;99682;46,236401;20,138843;100;212124;73418399682;6;49;1
8;masszázs-gyógyítási központ;735739;102028;46,257306;20,159445;50;190138;735739102028;14;99;1
2;menhely, szeretetház;734429;100058;46,239752;20,1421;50;114697;734429100058;14;99;1
2;menhely, szeretetház;736322;104307;46,27777242;20,16749683;50;216979;736322104307;14;99;1
2;menhely, szeretetház;731130;101610;46,254119;20,099604;50;216980;731130101610;14;99;1
2;menhely, szeretetház;735259;99956;46,23877134;20,15290941;50;222042;73525999956;14;99;1
2;menhely, szeretetház;731130;101610;46,2540967;20,09960971;50;222043;731130101610;14;99;1
2;menhely, szeretetház;735775;100658;46,24495535;20,15966515;50;222044;735775100658;14;99;1
2;menhely, szeretetház;734129;101360;46,25147836;20,13845219;50;222045;734129101360;14;99;1
8;mentálhigiéniás központ;733652;102301;46,260025;20,13243;100;210692;733652102301;0;99;1
4;mentőszolgálat;734715;102003;46,257211;20,146161;50;58558;734715102003;14;99;1
7;Mérésügyi Hivatal;734099;101196;46,25003;20,138027;20;105128;734099101196;22;65;1
8;Metro;731635;103699;46,272849;20,106519;500;14375;731635103699;22;99;1
8;Mezőgazdasági és Vidékfejlesztési Hivatal;735860;102398;46,260618;20,161082;100;20177;735860102398;22;65;1
7;mezőgazdasági gép;735117;102475;46,261406;20,151461;50;60924;735117102475;22;99;1
7;mezőgazdasági gép;734009;102126;46,258406;20,137028;50;60925;734009102126;22;99;1
7;mezőgazdasági gép;737475;98792;46,227974;20,181348;50;60926;73747598792;22;99;1
7;mezőgazdasági gép;734006;101448;46,252308;20,136867;50;63540;734006101448;22;99;1
8;Mezőgazdasági Szakigazgatási Hivatal;734302;102356;46,260438;20,14087;50;6437;734302102356;22;65;1
8;Mezőgazdasági Szakigazgatási Hivatal;735061;101533;46,25294;20,150562;50;70155;735061101533;22;65;1
8;Mezőgazdasági Szakigazgatási Hivatal;733889;102317;46,260139;20,135507;50;70156;733889102317;22;65;1
8;Mezőgazdasági Szakigazgatási Hivatal;734449;100496;46,243689;20,142438;50;114197;734449100496;22;65;1
2;motel;732653;102786;46,264512;20,119561;50;56867;732653102786;14;49;1
2;motel;729029;98842;46,229472;20,07189;50;114547;72902998842;14;49;1
2;motel;736189;100612;46,244511;20,165018;50;165255;736189100612;14;49;1
7;motorkereskedés;735053;102580;46,262358;20,15065;50;74518;735053102580;14;49;1
7;motorkereskedés;734855;102392;46,260692;20,148048;50;114593;734855102392;14;49;1
7;motorkereskedés;737155;98968;46,229599;20,177234;50;114501;73715598968;14;49;1
7;motorkereskedés;736548;105057;46,284448;20,1705;50;114758;736548105057;14;49;1
7;motorkereskedés;731323;103502;46,271115;20,102437;50;165297;731323103502;14;49;1
6;mozi;735128;101569;46,253255;20,151438;1000;7203;735128101569;6;65;1
6;mozi;735095;101552;46,253106;20,151007;1000;7204;735095101552;6;65;1
6;mozi;733359;103025;46,266574;20,12876;1000;7205;733359103025;6;65;1
7;Munkabiztonsági és Munkaügyi Felügyelőség;735548;100838;46,246626;20,156749;50;71566;735548100838;22;65;1
2;munkásszálló;734508;100198;46,241001;20,143149;200;114596;734508100198;22;65;1
2;munkásszálló;734838;100315;46,242012;20,147448;200;184286;734838100315;22;65;1
2;munkásszálló;733122;101767;46,255288;20,125462;200;184294;733122101767;22;65;1
7;munkaügyi központ;734859;101981;46,256995;20,148025;100;27567;734859101981;22;65;1
8;múzeum;728283;103931;46,27531279;20,06308325;500;148393;728283103931;22;99;1
8;múzeum;729710;97769;46,21974;20,080533;500;2764;72971097769;22;99;1
8;múzeum;736304;101082;46,248724;20,166596;500;51306;736304101082;22;99;1
8;múzeum;735198;101530;46,252895;20,152338;500;51308;735198101530;22;99;1
8;múzeum;735413;102213;46,259011;20,155251;500;51435;735413102213;22;99;1
8;múzeum;733930;100916;46,247532;20,135786;500;51436;733930100916;22;99;1
8;múzeum;735178;101462;46,252286;20,152066;500;2283;735178101462;22;99;1
8;múzeum;734864;101227;46,250212;20,147952;500;2284;734864101227;22;99;1
8;múzeum;735016;101531;46,252927;20,149978;500;2285;735016101531;22;99;1
8;múzeum;734389;100557;46,244245;20,141672;500;2286;734389100557;22;99;1
8;múzeum;735198;101530;46,252895;20,152338;500;2287;735198101530;22;99;1
8;múzeum;735769;101947;46,256573;20,159819;500;2288;735769101947;22;99;1
8;múzeum;737957;101289;46,250371;20,188067;500;2289;737957101289;22;99;1
8;múzeum;733631;99817;46,23766139;20,13171766;500;24903;73363199817;22;99;1
8;múzeum;728283;103931;46,27531279;20,06308325;500;148393;728283103931;22;99;1
8;múzeum;734872;101064;46,248745;20,148026;500;2722;734872101064;22;99;1
7;műemlék építmény;735739;102028;46,257306;20,159445;500;142202;735739102028;0;99;0,5
8;művelődési ház, közösségi ház;729710;97769;46,21974;20,080533;200;2764;72971097769;0;99;1
8;művelődési ház, közösségi ház;735630;101913;46,256285;20,15801;200;18562;735630101913;0;99;1
8;művelődési ház, közösségi ház;736304;101082;46,248724;20,166596;200;51306;736304101082;0;99;1
8;művelődési ház, közösségi ház;734664;101368;46,251506;20,145384;200;93909;734664101368;0;99;1
8;művelődési ház, közösségi ház;734226;101400;46,251849;20,139711;200;109819;734226101400;0;99;1
8;művelődési ház, közösségi ház;732013;99660;46,236472;20,11071;200;114594;73201399660;0;99;1
8;művelődési ház, közösségi ház;735418;102243;46,259281;20,155322;200;114597;735418102243;0;99;1
8;művelődési ház, közösségi ház;733475;101533;46,253139;20,129997;200;184987;733475101533;0;99;1
8;művelődési ház, közösségi ház;738773;102080;46,257379;20,198798;200;213963;738773102080;0;99;1
8;művelődési ház, közösségi ház;734099;100312;46,242078;20,137868;200;213992;734099100312;0;99;1
8;művelődési ház, közösségi ház;728275;104001;46,275966;20,062985;200;223857;728275104001;0;99;1
6;művészeti galéria;735016;101531;46,252927;20,149978;300;2285;735016101531;22;99;1
8;művészeti iskola;735783;103224;46,268058;20,160236;200;34042;735783103224;6;26;1
8;művészeti iskola;734155;100325;46,242188;20,138596;200;34035;734155100325;6;26;1
8;művészeti iskola;736314;102485;46,261343;20,166986;200;34106;736314102485;6;26;1
8;művészeti iskola;735528;103364;46,26935;20,156954;200;34107;735528103364;6;26;1
8;művészeti iskola;735837;103372;46,269382;20,160964;200;34324;735837103372;6;26;1
8;művészeti iskola;734714;100725;46,245716;20,145916;200;34336;734714100725;6;26;1
8;művészeti iskola;734372;101338;46,251273;20,141593;200;34602;734372101338;6;26;1
8;művészeti iskola;734732;100878;46,24709;20,146177;200;34637;734732100878;6;26;1
8;művészeti iskola;734099;100312;46,242078;20,137868;200;41419;734099100312;6;26;1
8;művészeti iskola;728920;103301;46,269594;20,071233;200;42038;728920103301;6;26;1
8;művészeti iskola;734095;103480;46,270575;20,138389;200;42265;734095103480;6;26;1
8;művészeti iskola;733738;100890;46,247322;20,133292;200;42937;733738100890;6;26;1
8;művészeti iskola;734604;102084;46,257954;20,144737;200;43792;734604102084;6;26;1
8;művészeti iskola;734233;103218;46,268201;20,140131;200;44323;734233103218;6;26;1
8;művészeti iskola;735783;103224;46,268058;20,160236;200;45112;735783103224;6;26;1
8;művészeti iskola;733719;102260;46,259648;20,133292;200;46376;733719102260;6;26;1
8;művészeti iskola;734807;101873;46,25603;20,147331;200;109280;734807101873;6;26;1
8;művészeti iskola;735717;102157;46,258469;20,159183;200;110162;735717102157;6;26;1
8;művészeti iskola;734695;101075;46,248866;20,145733;200;110169;734695101075;6;26;1
8;művészeti iskola;734305;101237;46,250373;20,140706;200;213958;734305101237;6;26;1
8;művészeti iskola;737387;102768;46,263749;20,180954;200;213959;737387102768;6;26;1
8;művészeti iskola;734519;100339;46,242268;20,143317;200;213962;734519100339;6;26;1
8;művészeti iskola;736129;103222;46,267996;20,164723;200;213965;736129103222;6;26;1
8;művészeti iskola;733902;100003;46,239323;20,135258;200;213966;733902100003;6;26;1
8;művészeti iskola;733902;100003;46,239323;20,135258;200;213967;733902100003;6;26;1
8;művészeti iskola;734494;101573;46,253371;20,143217;200;213970;734494101573;6;26;1
8;művészeti iskola;735665;100545;46,243976;20,158212;200;213971;735665100545;6;26;1
8;művészeti iskola;728920;103301;46,269594;20,071233;200;213972;728920103301;6;26;1
8;művészeti iskola;732549;101612;46,253964;20,118004;200;213973;732549101612;6;26;1
8;művészeti iskola;734398;102244;46,259419;20,142094;200;213975;734398102244;6;26;1
8;művészeti iskola;733894;103147;46,267605;20,135721;200;213976;733894103147;6;26;1
8;művészeti iskola;733894;103147;46,267605;20,135721;200;213977;733894103147;6;26;1
8;művészeti iskola;734678;102182;46,258826;20,145714;200;213978;734678102182;6;26;1
8;művészeti iskola;734678;102182;46,258826;20,145714;200;213979;734678102182;6;26;1
8;művészeti iskola;734763;101817;46,255532;20,14675;200;213984;734763101817;6;26;1
8;művészeti iskola;734763;101817;46,255532;20,14675;200;213985;734763101817;6;26;1
8;művészeti iskola;735122;103911;46,274322;20,151789;200;213987;735122103911;6;26;1
8;művészeti iskola;732141;99632;46,236204;20,112364;200;213991;73214199632;6;26;1
8;művészeti iskola;735533;102253;46,259356;20,156815;200;213997;735533102253;6;26;1
8;művészeti iskola;738710;97718;46,218151;20,19715;200;213999;73871097718;6;26;1
8;művészeti iskola;738710;97718;46,218151;20,19715;200;214000;73871097718;6;26;1
8;művészeti iskola;735909;103773;46,27298;20,161972;200;214001;735909103773;6;26;1
8;nagybani piac;728311;104725;46,282474;20,063574;3000;121284;728311104725;22;99;1
8;nagybani piac;729697;105861;46,292529;20,081751;3000;187036;729697105861;22;99;1
