type;subtype;EOVX;EOVY;LAT;LON;capacity;poid;id;minage;maxage;risk
7;fagyizó;734177;101655;46,254149;20,139122;100;147994;734177101655;0;49;1
7;fagyizó;734834;101289;46,250774;20,147574;100;181493;734834101289;0;49;1
7;fagyizó;734552;101533;46,253004;20,143962;100;190356;734552101533;0;49;1
7;fagyizó;728142;103941;46,275442;20,06125;100;190357;728142103941;0;49;1
7;fagyizó;736775;99668;46,235944;20,172439;100;215072;73677599668;0;49;1
7;fagyizó;734807;101873;46,25603;20,147331;100;215515;734807101873;0;49;1
7;fagyizó;735531;102198;46,258861;20,156779;100;215619;735531102198;0;49;1
8;fallabda pálya;737063;99728;46,236447;20,176183;100;115901;73706399728;14;49;1
8;fallabda pálya;732713;100016;46,239588;20,119847;100;165050;732713100016;14;49;1
8;fallabda pálya;732872;101835;46,25593;20,122232;100;165054;732872101835;14;49;1
7;fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;200;163044;734177101655;14;99;1
7;fehérnemű, fürdőruha;734769;101615;46,253714;20,146791;200;163153;734769101615;14;99;1
7;fehérnemű, fürdőruha;734704;101441;46,252157;20,145916;200;179564;734704101441;14;99;1
7;fehérnemű, fürdőruha;733848;102598;46,262672;20,135026;200;179565;733848102598;14;99;1
7;fehérnemű, fürdőruha;734841;101224;46,250188;20,147653;200;179566;734841101224;14;99;1
7;fehérnemű, fürdőruha;733825;102539;46,262144;20,134717;200;179567;733825102539;14;99;1
7;fehérnemű, fürdőruha;733764;100592;46,244616;20,133581;200;222471;733764100592;14;99;1
7;fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;200;162991;734177101655;14;99;1
7;fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;200;163005;734177101655;14;99;1
7;fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;200;163016;734177101655;14;99;1
7;fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;200;163043;734177101655;14;99;1
7;fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;200;163097;734177101655;14;99;1
7;fehérnemű, fürdőruha;734681;101621;46,253779;20,145651;200;163098;734681101621;14;99;1
7;fehérnemű, fürdőruha;733359;103025;46,266574;20,12876;200;212264;733359103025;14;99;1
8;fejlesztő iskola;733228;102215;46,259304;20,126916;200;213957;733228102215;0;18;1
7;festéküzlet;733346;101605;46,25378;20,128343;200;224108;733346101605;22;99;1
7;festéküzlet;732008;103206;46,268346;20,111276;200;224133;732008103206;22;99;1
7;festéküzlet;733340;102168;46,258845;20,128367;200;224151;733340102168;22;99;1
7;festéküzlet;735369;102509;46,261657;20,154741;200;224387;735369102509;22;99;1
8;fitnesz;734183;99682;46,236401;20,138843;200;29211;73418399682;14;49;1
8;fitnesz;729029;98842;46,229472;20,07189;200;114547;72902998842;14;49;1
8;fitnesz;737063;99728;46,236447;20,176183;200;115901;73706399728;14;49;1
8;fitnesz;734502;101725;46,254737;20,143349;200;115950;734502101725;14;49;1
8;fitnesz;732713;100016;46,239588;20,119847;200;165050;732713100016;14;49;1
8;fitnesz;732872;101835;46,25593;20,122232;200;165054;732872101835;14;49;1
8;fitnesz;734494;101538;46,253056;20,143211;200;184290;734494101538;14;49;1
8;fitnesz;735739;102028;46,257306;20,159445;200;190138;735739102028;14;49;1
8;fitnesz;734183;99682;46,236401;20,138843;200;212113;73418399682;14;49;1
8;fitnesz;734390;101805;46,255471;20,141911;200;216589;734390101805;14;49;1
8;fitnesz;735303;101854;46,255796;20,153759;200;216590;735303101854;14;49;1
8;fitnesz;735112;101792;46,255263;20,151271;200;216591;735112101792;14;49;1
8;fitnesz;733359;103025;46,266574;20,12876;200;216592;733359103025;14;49;1
8;fitnesz;734062;101123;46,249378;20,137534;200;216594;734062101123;14;49;1
8;fitnesz;737926;99629;46,235444;20,187351;200;216595;73792699629;14;49;1
8;fitnesz;735479;103320;46,26896;20,156311;200;216596;735479103320;14;49;1
8;fitnesz;735087;101887;46,256121;20,150964;200;216597;735087101887;14;49;1
8;fitnesz;735701;101179;46,249674;20,158796;200;216599;735701101179;14;49;1
8;fitnesz;734721;102150;46,258533;20,146266;200;221109;734721102150;14;49;1
8;fizioterápiás központ;735977;100589;46,244332;20,162265;200;18557;735977100589;50;99;1
8;fizioterápiás központ;735105;101033;46,248437;20,151041;200;64130;735105101033;50;99;1
8;fizioterápiás központ;734834;100777;46,246168;20,147481;200;64145;734834100777;50;99;1
8;fizioterápiás központ;734924;102087;46,25794;20,148887;200;148269;734924102087;50;99;1
8;fizioterápiás központ;734555;100509;46,243793;20,143815;200;148272;734555100509;50;99;1
8;fizioterápiás központ;730659;104266;46,278067;20,093957;200;148277;730659104266;50;99;1
8;fizioterápiás központ;736491;100450;46,243015;20,168903;200;148295;736491100450;50;99;1
8;fizioterápiás központ;736535;101416;46,251699;20,169653;200;148323;736535101416;50;99;1
8;fizioterápiás központ;734295;101561;46,253288;20,140635;200;148329;734295101561;50;99;1
8;fizioterápiás központ;734359;102422;46,261025;20,141621;200;148350;734359102422;50;99;1
8;fizioterápiás központ;734984;101876;46,256035;20,149626;200;148540;734984101876;50;99;1
8;fizioterápiás központ;735549;100859;46,246815;20,156766;200;178764;735549100859;50;99;1
8;fizioterápiás központ;734544;100537;46,244046;20,143677;200;178772;734544100537;50;99;1
8;fizioterápiás központ;735587;102394;46,260617;20,157541;200;178773;735587102394;50;99;1
8;fizioterápiás központ;735089;101948;46,256669;20,151001;200;178797;735089101948;50;99;1
8;fizioterápiás központ;736207;102140;46,258253;20,165534;200;221631;736207102140;50;99;1
8;fizioterápiás központ;734875;100653;46,245048;20,14799;200;221638;734875100653;50;99;1
4;foglalkozás egészségügy;734910;100799;46,246356;20,14847;100;28622;734910100799;22;65;1
4;foglalkozás egészségügy;735549;100859;46,246815;20,156766;100;64165;735549100859;22;65;1
4;foglalkozás egészségügy;733972;102464;46,261451;20,13661;100;64834;733972102464;22;65;1
4;foglalkozás egészségügy;734372;101338;46,251273;20,141593;100;114591;734372101338;22;65;1
4;foglalkozás egészségügy;734398;100122;46,240331;20,141709;100;114621;734398100122;22;65;1
4;foglalkozás egészségügy;735145;101840;46,25569;20,151708;100;114647;735145101840;22;65;1
4;foglalkozás egészségügy;735805;102128;46,258197;20,160319;100;114653;735805102128;22;65;1
4;foglalkozás egészségügy;734184;100934;46,247662;20,139082;100;114706;734184100934;22;65;1
4;foglalkozás egészségügy;735553;103158;46,267494;20,157241;100;114746;735553103158;22;65;1
4;foglalkozás egészségügy;733532;102595;46,262685;20,130927;100;148474;733532102595;22;65;1
4;foglalkozás egészségügy;733285;102724;46,263876;20,127747;100;148475;733285102724;22;65;1
4;foglalkozás egészségügy;733966;101662;46,254238;20,136387;100;148478;733966101662;22;65;1
4;foglalkozás egészségügy;734067;101632;46,253955;20,137691;100;148480;734067101632;22;65;1
4;foglalkozás egészségügy;734839;100730;46,245745;20,147537;100;148485;734839100730;22;65;1
4;foglalkozás egészségügy;732453;99953;46,239053;20,116465;100;148494;73245399953;22;65;1
4;foglalkozás egészségügy;735312;101748;46,254842;20,153856;100;148242;735312101748;22;65;1
4;foglalkozás egészségügy;731064;101384;46,252095;20,098708;100;148246;731064101384;22;65;1
4;foglalkozás egészségügy;733093;102254;46,259672;20,125173;100;148247;733093102254;22;65;1
4;foglalkozás egészségügy;734386;101198;46,250012;20,141749;100;148263;734386101198;22;65;1
4;foglalkozás egészségügy;730659;104266;46,278067;20,093957;100;148277;730659104266;22;65;1
4;foglalkozás egészségügy;735883;102550;46,261983;20,161408;100;148290;735883102550;22;65;1
4;foglalkozás egészségügy;736294;100542;46,243868;20,166366;100;148294;736294100542;22;65;1
4;foglalkozás egészségügy;736491;100450;46,243015;20,168903;100;148295;736491100450;22;65;1
4;foglalkozás egészségügy;733893;100033;46,239594;20,135147;100;148297;733893100033;22;65;1
4;foglalkozás egészségügy;730858;103292;46,269282;20,096369;100;148300;730858103292;22;65;1
4;foglalkozás egészségügy;734036;102536;46,262091;20,137453;100;148317;734036102536;22;65;1
4;foglalkozás egészségügy;734563;101448;46,252238;20,144089;100;148331;734563101448;22;65;1
4;foglalkozás egészségügy;734497;101042;46,248594;20,14316;100;148354;734497101042;22;65;1
4;foglalkozás egészségügy;735042;101759;46,254975;20,150357;100;148357;735042101759;22;65;1
4;foglalkozás egészségügy;735042;101779;46,255155;20,150361;100;148358;735042101779;22;65;1
4;foglalkozás egészségügy;735247;102171;46,258655;20,153091;100;148375;735247102171;22;65;1
4;foglalkozás egészségügy;734001;101427;46,25212;20,136798;100;148378;734001101427;22;65;1
4;foglalkozás egészségügy;733959;101458;46,252404;20,136259;100;148379;733959101458;22;65;1
4;foglalkozás egészségügy;733244;102896;46,265428;20,127246;100;148406;733244102896;22;65;1
4;foglalkozás egészségügy;734527;102083;46,257954;20,143738;100;148408;734527102083;22;65;1
4;foglalkozás egészségügy;731022;108076;46,312295;20,099331;100;148415;731022108076;22;65;1
4;foglalkozás egészségügy;735745;102015;46,257188;20,15952;100;148432;735745102015;22;65;1
4;foglalkozás egészségügy;734018;101993;46,257209;20,137121;100;148437;734018101993;22;65;1
4;foglalkozás egészségügy;734668;101858;46,255913;20,145525;100;148443;734668101858;22;65;1
4;foglalkozás egészségügy;735087;101887;46,256121;20,150964;100;148526;735087101887;22;65;1
4;foglalkozás egészségügy;734987;100732;46,245744;20,149456;100;148536;734987100732;22;65;1
4;foglalkozás egészségügy;734271;99767;46,237154;20,139999;100;148551;73427199767;22;65;1
4;foglalkozás egészségügy;732077;101769;46,255434;20,111911;100;148559;732077101769;22;65;1
4;foglalkozás egészségügy;733848;102174;46,258858;20,134949;100;148561;733848102174;22;65;1
4;foglalkozás egészségügy;733349;101344;46,251455;20,128329;100;178779;733349101344;22;65;1
4;foglalkozás egészségügy;734715;102003;46,257211;20,146161;100;178780;734715102003;22;65;1
4;foglalkozás egészségügy;736303;101258;46,250307;20,166616;100;178796;736303101258;22;65;1
4;foglalkozás egészségügy;736207;102140;46,258253;20,165534;100;216742;736207102140;22;65;1
4;foglalkozás egészségügy;736083;101493;46,252449;20,163807;100;221319;736083101493;22;65;1
8;fogorvosi rendelő;734644;101157;46,24961;20,145087;100;64109;734644101157;0;99;1
8;fogorvosi rendelő;735549;100859;46,246815;20,156766;100;64165;735549100859;0;99;1
8;fogorvosi rendelő;735744;100861;46,246808;20,159294;100;64832;735744100861;0;99;1
8;fogorvosi rendelő;733972;102464;46,261451;20,13661;100;64834;733972102464;0;99;1
8;fogorvosi rendelő;736378;104194;46,276707;20,168133;100;114606;736378104194;0;99;1
8;fogorvosi rendelő;736023;101220;46,250001;20,162978;100;114713;736023101220;0;99;1
8;fogorvosi rendelő;739301;102522;46,261284;20,20573;100;114665;739301102522;0;99;1
8;fogorvosi rendelő;735553;103158;46,267494;20,157241;100;114746;735553103158;0;99;1
8;fogorvosi rendelő;735312;101869;46,25593;20,153878;100;148301;735312101869;0;99;1
8;fogorvosi rendelő;735403;101965;46,256782;20,155076;100;148302;735403101965;0;99;1
8;fogorvosi rendelő;734683;101456;46,252295;20,145647;100;148304;734683101456;0;99;1
8;fogorvosi rendelő;735982;102031;46,257302;20,162596;100;148305;735982102031;0;99;1
8;fogorvosi rendelő;736661;102171;46,258473;20,171427;100;148306;736661102171;0;99;1
8;fogorvosi rendelő;733532;102595;46,262685;20,130927;100;148474;733532102595;0;99;1
8;fogorvosi rendelő;735258;102484;46,261469;20,153291;100;148476;735258102484;0;99;1
8;fogorvosi rendelő;736476;102932;46,265343;20,16917;100;148484;736476102932;0;99;1
8;fogorvosi rendelő;735062;101084;46,248901;20,150493;100;148492;735062101084;0;99;1
8;fogorvosi rendelő;733981;101206;46,250134;20,136499;100;148452;733981101206;0;99;1
8;fogorvosi rendelő;735781;101194;46,249799;20,159836;100;148453;735781101194;0;99;1
8;fogorvosi rendelő;733595;100333;46,24233;20,131337;100;148250;733595100333;0;99;1
8;fogorvosi rendelő;735920;102211;46,258929;20,161826;100;148252;735920102211;0;99;1
8;fogorvosi rendelő;736699;102683;46,263074;20,172016;100;148261;736699102683;0;99;1
8;fogorvosi rendelő;734896;102194;46,258906;20,148543;100;148264;734896102194;0;99;1
8;fogorvosi rendelő;735863;102784;46,26409;20,161192;100;148268;735863102784;0;99;1
8;fogorvosi rendelő;734416;100609;46,24471;20,142031;100;148271;734416100609;0;99;1
8;fogorvosi rendelő;736129;103222;46,267996;20,164723;100;148284;736129103222;0;99;1
8;fogorvosi rendelő;734748;103618;46,271734;20,146884;100;148285;734748103618;0;99;1
8;fogorvosi rendelő;735019;103215;46,268074;20,150325;100;148287;735019103215;0;99;1
8;fogorvosi rendelő;735997;102793;46,264154;20,162932;100;148292;735997102793;0;99;1
8;fogorvosi rendelő;735690;102800;46,264256;20,158952;100;148293;735690102800;0;99;1
8;fogorvosi rendelő;733893;100033;46,239594;20,135147;100;148297;733893100033;0;99;1
8;fogorvosi rendelő;735792;100419;46,242826;20,159835;100;148309;735792100419;0;99;1
8;fogorvosi rendelő;738305;99903;46,237859;20,192316;100;148310;73830599903;0;99;1
8;fogorvosi rendelő;736734;100701;46,245241;20,1721;100;148311;736734100701;0;99;1
8;fogorvosi rendelő;737989;99901;46,237882;20,188219;100;148319;73798999901;0;99;1
8;fogorvosi rendelő;737886;99729;46,236348;20,186852;100;148321;73788699729;0;99;1
8;fogorvosi rendelő;738156;100089;46,239551;20,19042;100;148324;738156100089;0;99;1
8;fogorvosi rendelő;735175;102613;46,26264;20,152238;100;148326;735175102613;0;99;1
8;fogorvosi rendelő;734563;101448;46,252238;20,144089;100;148330;734563101448;0;99;1
8;fogorvosi rendelő;734336;101633;46,253931;20,14118;100;148336;734336101633;0;99;1
8;fogorvosi rendelő;735922;102093;46,257867;20,16183;100;148342;735922102093;0;99;1
8;fogorvosi rendelő;738026;100100;46,239667;20,188737;100;148346;738026100100;0;99;1
8;fogorvosi rendelő;733985;99257;46,232603;20,136199;100;148347;73398599257;0;99;1
8;fogorvosi rendelő;735453;100607;46,24456;20,155475;100;148348;735453100607;0;99;1
8;fogorvosi rendelő;735528;103364;46,26935;20,156954;100;148366;735528103364;0;99;1
8;fogorvosi rendelő;735618;102458;46,261189;20,157955;100;148371;735618102458;0;99;1
8;fogorvosi rendelő;735236;102142;46,258395;20,152943;100;148374;735236102142;0;99;1
8;fogorvosi rendelő;733290;101543;46,253252;20,1276;100;148383;733290101543;0;99;1
8;fogorvosi rendelő;735174;102821;46,264511;20,152263;100;148390;735174102821;0;99;1
8;fogorvosi rendelő;734782;101503;46,252705;20,146939;100;148394;734782101503;0;99;1
8;fogorvosi rendelő;733407;101546;46,253264;20,129118;100;148400;733407101546;0;99;1
8;fogorvosi rendelő;735714;100815;46,246398;20,158897;100;148403;735714100815;0;99;1
8;fogorvosi rendelő;734527;102083;46,257954;20,143738;100;148408;734527102083;0;99;1
8;fogorvosi rendelő;734398;102244;46,259419;20,142094;100;148409;734398102244;0;99;1
8;fogorvosi rendelő;733962;102507;46,261839;20,136488;100;148410;733962102507;0;99;1
8;fogorvosi rendelő;733848;102598;46,262672;20,135026;100;148411;733848102598;0;99;1
8;fogorvosi rendelő;734752;101914;46,256406;20,146625;100;148413;734752101914;0;99;1
8;fogorvosi rendelő;734731;102175;46,258756;20,1464;100;148417;734731102175;0;99;1
8;fogorvosi rendelő;734872;102192;46,258891;20,148232;100;148418;734872102192;0;99;1
8;fogorvosi rendelő;734799;102246;46,259386;20,147295;100;148419;734799102246;0;99;1
8;fogorvosi rendelő;734672;100631;46,244875;20,145354;100;148421;734672100631;0;99;1
8;fogorvosi rendelő;734173;101582;46,253492;20,139057;100;148425;734173101582;0;99;1
8;fogorvosi rendelő;734886;102063;46,257729;20,14839;100;148426;734886102063;0;99;1
8;fogorvosi rendelő;736871;100914;46,24714;20,173916;100;148434;736871100914;0;99;1
8;fogorvosi rendelő;736939;101097;46,248777;20,174832;100;148435;736939101097;0;99;1
8;fogorvosi rendelő;734018;101993;46,257209;20,137121;100;148437;734018101993;0;99;1
8;fogorvosi rendelő;734360;101935;46,256644;20,141545;100;148439;734360101935;0;99;1
8;fogorvosi rendelő;734634;101724;46,254712;20,14506;100;148444;734634101724;0;99;1
8;fogorvosi rendelő;728107;104021;46,276166;20,060809;100;148450;728107104021;0;99;1
8;fogorvosi rendelő;735323;102231;46,259185;20,154087;100;148458;735323102231;0;99;1
8;fogorvosi rendelő;735228;102252;46,259386;20,152859;100;148459;735228102252;0;99;1
8;fogorvosi rendelő;734604;102559;46,262226;20,144823;100;148461;734604102559;0;99;1
8;fogorvosi rendelő;733680;100327;46,242265;20,132438;100;148466;733680100327;0;99;1
8;fogorvosi rendelő;734374;101050;46,248682;20,141567;100;148468;734374101050;0;99;1
8;fogorvosi rendelő;735985;103512;46,270623;20,162909;100;148497;735985103512;0;99;1
8;fogorvosi rendelő;733690;100334;46,242327;20,132569;100;148501;733690100334;0;99;1
8;fogorvosi rendelő;728180;103894;46,275015;20,061735;100;148502;728180103894;0;99;1
8;fogorvosi rendelő;736205;101485;46,252362;20,165387;100;148505;736205101485;0;99;1
8;fogorvosi rendelő;734526;100786;46,246288;20,143489;100;148509;734526100786;0;99;1
8;fogorvosi rendelő;734696;100932;46,24758;20,14572;100;148511;734696100932;0;99;1
8;fogorvosi rendelő;734130;100312;46,242074;20,138269;100;148513;734130100312;0;99;1
8;fogorvosi rendelő;734659;100904;46,247333;20,145235;100;148514;734659100904;0;99;1
8;fogorvosi rendelő;738710;97718;46,218151;20,19715;100;148516;73871097718;0;99;1
8;fogorvosi rendelő;738727;97629;46,217349;20,197353;100;148517;73872797629;0;99;1
8;fogorvosi rendelő;734332;100355;46,242436;20,140896;100;148522;734332100355;0;99;1
8;fogorvosi rendelő;737791;101377;46,251184;20,185931;100;148523;737791101377;0;99;1
8;fogorvosi rendelő;735122;101147;46,24946;20,151282;100;148529;735122101147;0;99;1
8;fogorvosi rendelő;735356;102106;46,258056;20,154492;100;148531;735356102106;0;99;1
8;fogorvosi rendelő;733789;102413;46,261015;20,134227;100;148535;733789102413;0;99;1
8;fogorvosi rendelő;734767;101682;46,254317;20,146777;100;148543;734767101682;0;99;1
8;fogorvosi rendelő;734621;101480;46,252519;20,144847;100;148545;734621101480;0;99;1
8;fogorvosi rendelő;736869;100744;46,245611;20,173858;100;148554;736869100744;0;99;1
8;fogorvosi rendelő;735016;101531;46,252927;20,149978;100;148558;735016101531;0;99;1
8;fogorvosi rendelő;733553;99304;46,233079;20,130608;100;148568;73355399304;0;99;1
8;fogorvosi rendelő;734644;100818;46,246561;20,145025;100;148570;734644100818;0;99;1
8;fogorvosi rendelő;734614;100854;46,246889;20,144643;100;148571;734614100854;0;99;1
8;fogorvosi rendelő;735070;101593;46,253478;20,15069;100;148572;735070101593;0;99;1
8;fogorvosi rendelő;735586;102065;46,257658;20,157468;100;148573;735586102065;0;99;1
8;fogorvosi rendelő;735145;101840;46,25569;20,151708;100;178757;735145101840;0;99;1
8;fogorvosi rendelő;735047;102232;46,259229;20,150508;100;178765;735047102232;0;99;1
8;fogorvosi rendelő;734624;101577;46,253391;20,144904;100;178769;734624101577;0;99;1
8;fogorvosi rendelő;734301;101392;46,251767;20,140682;100;178771;734301101392;0;99;1
8;fogorvosi rendelő;735254;102151;46,258474;20,153178;100;178774;735254102151;0;99;1
8;fogorvosi rendelő;734471;101346;46,251332;20,142878;100;178775;734471101346;0;99;1
8;fogorvosi rendelő;734372;101338;46,251273;20,141593;100;178776;734372101338;0;99;1
8;fogorvosi rendelő;733551;101309;46,251115;20,130942;100;178778;733551101309;0;99;1
8;fogorvosi rendelő;735650;101983;46,256912;20,158282;100;178783;735650101983;0;99;1
8;fogorvosi rendelő;734445;101973;46,256975;20,142655;100;178784;734445101973;0;99;1
8;fogorvosi rendelő;734398;100122;46,240331;20,141709;100;178791;734398100122;0;99;1
8;fogorvosi rendelő;735067;101851;46,255799;20,150698;100;178795;735067101851;0;99;1
8;fogorvosi rendelő;734687;101522;46,252888;20,145711;100;178798;734687101522;0;99;1
8;fogorvosi rendelő;735258;102484;46,261469;20,153291;100;182405;735258102484;0;99;1
8;fogorvosi rendelő;736658;100733;46,245539;20,171121;100;200060;736658100733;0;99;1
8;fogorvosi rendelő;733945;101732;46,25487;20,136127;100;200062;733945101732;0;99;1
8;fogorvosi rendelő;734801;101375;46,251551;20,147162;100;219891;734801101375;0;99;1
8;fogorvosi rendelő;736607;101106;46,248901;20,170529;100;221317;736607101106;0;99;1
8;fogorvosi rendelő;736083;101493;46,252449;20,163807;100;221318;736083101493;0;99;1
8;fogorvosi rendelő;735087;101887;46,256121;20,150964;100;221321;735087101887;0;99;1
8;fogorvosi rendelő;733789;102413;46,261015;20,134227;100;221322;733789102413;0;99;1
8;fogorvosi rendelő;728973;103644;46,272673;20,071979;100;221324;728973103644;0;99;1
8;Fogyasztóvédelmi Felügyelőség;734710;102002;46,257203;20,146096;50;14402;734710102002;22;65;1
4;Főépítészi Iroda;734634;101932;46,256583;20,145098;50;114029;734634101932;22;65;1
4;főiskola;734849;101024;46,248388;20,14772;750;57092;734849101024;18;28;1
8;földhivatal;735188;101800;46,255325;20,152258;200;9333;735188101800;22;65;1
8;földhivatal;733938;101467;46,252487;20,135989;200;9337;733938101467;22;65;1
8;futballpálya;736189;100612;46,244511;20,165018;100;115952;736189100612;6;49;1
8;futballpálya;727588;105433;46,288927;20,054312;100;115954;727588105433;6;49;1
6;futballstadion;735520;101860;46,255823;20,156574;1000;115953;735520101860;0;99;1
7;fűszeres;734984;101443;46,25214;20,149547;200;9881;734984101443;22;99;1
7;gázszolgáltató;734963;102095;46,258007;20,149394;100;207130;734963102095;22;65;1
7;gépjármű;733237;102210;46,259258;20,127032;50;220583;733237102210;22;99;1
7;gépjármű - autóbontó;731149;103072;46,267268;20,100105;5;59999;731149103072;22;99;1
7;gépjármű - autóbontó;731248;102697;46,263883;20,101324;5;60001;731248102697;22;99;1
7;gépjármű - gumijavítás;736687;105346;46,287029;20,172357;50;24767;736687105346;22;99;1
7;gépjármű - gumijavítás;731714;103026;46,266785;20,107425;50;89843;731714103026;22;99;1
7;gépjármű - gumijavítás;737155;98968;46,229599;20,177234;50;114501;73715598968;22;99;1
7;gépjármű - gumijavítás;736548;105057;46,284448;20,1705;50;114758;736548105057;22;99;1
7;gépjármű - gumijavítás;733132;102913;46,265595;20,125796;50;187843;733132102913;22;99;1
7;gépjármű - gumijavítás;730122;103486;46,271115;20,086856;50;188096;730122103486;22;99;1
7;gépjármű - gumijavítás;731072;102771;46,26457;20,099054;50;188151;731072102771;22;99;1
7;gépjármű - gumijavítás;733736;102514;46,26193;20,133558;50;188212;733736102514;22;99;1
7;gépjármű - gumijavítás;732106;102946;46,266018;20,112495;50;211761;732106102946;22;99;1
7;gépjármű - gumijavítás;735594;102788;46,26416;20,157704;50;211762;735594102788;22;99;1
7;gépjármű - gumijavítás;733906;102598;46,262665;20,135778;50;220584;733906102598;22;99;1
7;gépjármű - mosás;732312;102931;46,265858;20,115164;200;3628;732312102931;22;99;1
7;gépjármű - mosás;732650;101580;46,253664;20,119308;200;3629;732650101580;22;99;1
7;gépjármű - mosás;738037;98531;46,225553;20,188582;200;3630;73803798531;22;99;1
7;gépjármű - mosás;732548;102888;46,265442;20,118218;200;8846;732548102888;22;99;1
7;gépjármű - mosás;735527;103778;46,273074;20,157018;200;8847;735527103778;22;99;1
7;gépjármű - mosás;736722;102547;46,261848;20,172289;200;17224;736722102547;22;99;1
7;gépjármű - mosás;733232;102127;46,258512;20,126953;200;17225;733232102127;22;99;1
7;gépjármű - mosás;731930;102953;46,266102;20,110214;200;17479;731930102953;22;99;1
7;gépjármű - mosás;735417;103674;46,272153;20,155572;200;17480;735417103674;22;99;1
7;gépjármű - mosás;730181;105032;46,285015;20,087888;200;24056;730181105032;22;99;1
7;gépjármű - mosás;731908;102531;46,262309;20,109854;200;24555;731908102531;22;99;1
7;gépjármű - mosás;731889;102420;46,261313;20,109588;200;107004;731889102420;22;99;1
7;gépjármű - mosás;729945;105283;46,287301;20,084869;200;107005;729945105283;22;99;1
7;gépjármű - mosás;733359;103025;46,266574;20,12876;200;114663;733359103025;22;99;1
7;gépjármű - mosás;731072;102771;46,26457;20,099054;200;188151;731072102771;22;99;1
7;gépjármű - mosás;732862;103455;46,270503;20,122391;200;188158;732862103455;22;99;1
7;gépjármű - mosás;735594;102788;46,26416;20,157704;200;211762;735594102788;22;99;1
7;gépjármű - mosás;736775;99668;46,235944;20,172439;200;215115;73677599668;22;99;1
7;gépjármű - mosás;736593;99726;46,23649;20,170091;200;215252;73659399726;22;99;1
7;gépjármű - mosás;733237;102210;46,259258;20,127032;200;220583;733237102210;22;99;1
7;gépjármű - mosás;731365;103629;46,272252;20,103004;200;188029;731365103629;22;99;1
7;gépjármű - szerviz szolgáltatás;732684;101609;46,253921;20,119754;50;23963;732684101609;22;99;1
7;gépjármű - szerviz szolgáltatás;730181;105032;46,285015;20,087888;50;24056;730181105032;22;99;1
7;gépjármű - szerviz szolgáltatás;732007;102919;46,265787;20,111206;50;24093;732007102919;22;99;1
7;gépjármű - szerviz szolgáltatás;736457;104781;46,281977;20,169268;50;24122;736457104781;22;99;1
7;gépjármű - szerviz szolgáltatás;733132;102913;46,265595;20,125796;50;24215;733132102913;22;99;1
7;gépjármű - szerviz szolgáltatás;733048;101912;46,256601;20,124528;50;24288;733048101912;22;99;1
7;gépjármű - szerviz szolgáltatás;734550;103206;46,268053;20,14424;50;24746;734550103206;22;99;1
7;gépjármű - szerviz szolgáltatás;732309;102889;46,26548;20,115118;50;24542;732309102889;22;99;1
7;gépjármű - szerviz szolgáltatás;731908;102531;46,262309;20,109854;50;24555;731908102531;22;99;1
7;gépjármű - szerviz szolgáltatás;736687;105346;46,287029;20,172357;50;24767;736687105346;22;99;1
7;gépjármű - szerviz szolgáltatás;734653;103119;46,267257;20,145561;50;24852;734653103119;22;99;1
7;gépjármű - szerviz szolgáltatás;733048;101912;46,256601;20,124528;50;65106;733048101912;22;99;1
7;gépjármű - szerviz szolgáltatás;731714;103026;46,266785;20,107425;50;89843;731714103026;22;99;1
7;gépjármű - szerviz szolgáltatás;736649;105384;46,287376;20,171871;50;89807;736649105384;22;99;1
7;gépjármű - szerviz szolgáltatás;737155;98968;46,229599;20,177234;50;114501;73715598968;22;99;1
7;gépjármű - szerviz szolgáltatás;736548;105057;46,284448;20,1705;50;114758;736548105057;22;99;1
7;gépjármű - szerviz szolgáltatás;732684;101609;46,253921;20,119754;50;137004;732684101609;22;99;1
7;gépjármű - szerviz szolgáltatás;731323;103502;46,271115;20,102437;50;165297;731323103502;22;99;1
7;gépjármű - szerviz szolgáltatás;732252;102939;46,265937;20,114388;50;187817;732252102939;22;99;1
7;gépjármű - szerviz szolgáltatás;733132;102913;46,265595;20,125796;50;187843;733132102913;22;99;1
7;gépjármű - szerviz szolgáltatás;737673;98679;46,226932;20,183893;50;187958;73767398679;22;99;1
7;gépjármű - szerviz szolgáltatás;731072;102771;46,26457;20,099054;50;188151;731072102771;22;99;1
7;gépjármű - szerviz szolgáltatás;732862;103455;46,270503;20,122391;50;188158;732862103455;22;99;1
7;gépjármű - szerviz szolgáltatás;733736;102514;46,26193;20,133558;50;188212;733736102514;22;99;1
7;gépjármű - szerviz szolgáltatás;736457;104781;46,281977;20,169268;50;204831;736457104781;22;99;1
7;gépjármű - szerviz szolgáltatás;736457;104781;46,281977;20,169268;50;204832;736457104781;22;99;1
7;gépjármű - szerviz szolgáltatás;736457;104781;46,281977;20,169268;50;204833;736457104781;22;99;1
7;gépjármű - szerviz szolgáltatás;732684;101609;46,253921;20,119754;50;204798;732684101609;22;99;1
7;gépjármű - szerviz szolgáltatás;732684;101609;46,253921;20,119754;50;204799;732684101609;22;99;1
